palavras,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
TOMBE,0.3109533,1123,0.3936449,1276,0.0327223,2553
BOTEM,0.3109533,1123,0.5147664,733,0.0398507,2077
VINGA,0.3109159,1124,0.4857944,871,0.0461728,1575
JUDAS,0.3108411,1125,0.5684112,484,0.0539655,980
PERDI,0.310729,1126,0.491028,848,0.0355981,2354
PEDIR,0.310729,1126,0.4158879,1184,0.0301638,2715
TUMBA,0.3106168,1127,0.4349533,1099,0.0423814,1902
FUCAM,0.3104299,1128,0.5304673,663,0.0462745,1566
PENIS,0.3102056,1129,0.6007477,347,0.0416092,1953
PICHA,0.3099065,1130,0.4770093,910,0.0461084,1581
MUCOS,0.3097944,1131,0.5093458,759,0.0336792,2488
MUSCO,0.3097944,1131,0.4659813,957,0.0341262,2461
JORGE,0.309757,1132,0.4323364,1109,0.0378678,2203
MOVEL,0.3097196,1133,0.4216822,1158,0.0364083,2307
FILES,0.3096075,1134,0.6048598,330,0.0427821,1869
ALGUM,0.3094206,1135,0.2857944,1585,0.0239538,2950
BEIJO,0.3093084,1136,0.5072897,770,0.0443329,1747
FUJIA,0.309271,1137,0.4790654,902,0.0455511,1633
CAPUT,0.3091589,1138,0.3351402,1471,0.0349156,2408
COUBE,0.3091215,1139,0.4323364,1109,0.0341822,2456
CITOU,0.3091215,1139,0.4108411,1206,0.0270916,2858
QUIPA,0.3090093,1140,0.4229907,1152,0.0450478,1685
FIXAM,0.3090093,1140,0.5014953,799,0.0485674,1365
CITEM,0.3088598,1141,0.5145794,734,0.0351192,2388
CETIM,0.3088598,1141,0.4899065,854,0.0333522,2517
VIDRO,0.3085981,1142,0.4601869,981,0.0359703,2333
GELOU,0.3084112,1143,0.408972,1214,0.0311212,2665
LEGOU,0.3084112,1143,0.3850467,1308,0.030216,2711
MIJES,0.3083738,1144,0.5398131,623,0.0418479,1940
VELOU,0.3083738,1144,0.4207477,1162,0.0313773,2645
LEVOU,0.3083738,1144,0.3721495,1355,0.0299324,2724
MIXOS,0.3083738,1144,0.4803738,895,0.0359721,2332
LOUVE,0.3083738,1144,0.3906542,1286,0.0322079,2587
CUMES,0.3081869,1145,0.5975701,361,0.0405378,2027
SIGNO,0.3081121,1146,0.4442991,1056,0.0358943,2335
DISPO,0.3078879,1147,0.4340187,1102,0.0355216,2362
PUNAM,0.3078131,1148,0.5728972,464,0.0475085,1457
RUINS,0.3077757,1149,0.4818692,890,0.0322484,2583
MINOU,0.3077757,1149,0.4018692,1245,0.0264631,2881
UNIMO,0.3077757,1149,0.3609346,1386,0.0303008,2705
EXIBO,0.3077009,1150,0.3414953,1450,0.0308196,2677
FORJE,0.3075514,1151,0.4734579,924,0.0386496,2145
FEROZ,0.3074393,1152,0.4457944,1050,0.0362295,2317
EXPOS,0.3074019,1153,0.3530841,1414,0.0275785,2837
BOLEM,0.3072523,1154,0.5317757,658,0.0402672,2042
BEMOL,0.3072523,1154,0.3592523,1392,0.0290365,2774
BREJO,0.3072523,1154,0.3921495,1280,0.0327345,2551
FLUAM,0.307215,1155,0.4426168,1065,0.0422497,1908
CURTO,0.3070654,1156,0.5949533,373,0.0412739,1980
TRUCO,0.3070654,1156,0.4181308,1174,0.0323144,2576
TURCO,0.3070654,1156,0.5203738,710,0.0382692,2172
PUXAS,0.3070654,1156,0.6072897,323,0.0548457,922
SUJEI,0.307028,1157,0.4256075,1141,0.0321066,2595
VIDRE,0.3069907,1158,0.3715888,1358,0.0267368,2873
BULAM,0.3069159,1159,0.5358879,640,0.0465751,1547
ALBUM,0.3069159,1159,0.2674766,1603,0.0234977,2959
PENOU,0.3068037,1160,0.4579439,992,0.0321893,2588
PILHA,0.3066916,1161,0.4988785,810,0.0467483,1531
SURJO,0.3065794,1162,0.5031776,790,0.0394451,2101
JUROS,0.3065794,1162,0.5272897,677,0.0380102,2192
INVES,0.3064673,1163,0.4194393,1167,0.0323968,2573
PRIVO,0.3064299,1164,0.4697196,940,0.0360588,2324
PROVI,0.3064299,1164,0.3,1561,0.0188026,3029
PLOTE,0.3062804,1165,0.3127103,1536,0.0197156,3022
PEDIS,0.3062804,1165,0.5540187,554,0.039976,2064
DESPI,0.3062804,1165,0.3674766,1368,0.0291738,2767
IMUNE,0.3061682,1166,0.2041121,1626,0.0155985,3057
FINOS,0.3059065,1167,0.5560748,544,0.0368741,2276
CULPA,0.3054579,1168,0.5046729,783,0.0446688,1715
CURTE,0.3054579,1168,0.5063551,774,0.0320405,2602
BRUXA,0.3053084,1169,0.391028,1284,0.0419674,1933
GOZES,0.3051963,1170,0.5663551,495,0.0474471,1461
VOZES,0.3051589,1171,0.5781308,437,0.0477032,1437
JURES,0.304972,1172,0.5869159,404,0.043866,1781
GRIPE,0.3048598,1173,0.333271,1476,0.0255463,2909
PRIVE,0.3048224,1174,0.3811215,1323,0.0268254,2870
PREVI,0.3048224,1174,0.3224299,1510,0.0210123,3008
MONGE,0.3044486,1175,0.4471028,1044,0.0341245,2462
LUTEI,0.3042991,1176,0.4506542,1028,0.0311656,2660
DOPEM,0.3042243,1177,0.4749533,919,0.0383701,2166
PODEM,0.3042243,1177,0.5220561,702,0.0395673,2095
FICHA,0.304,1178,0.4672897,952,0.0454621,1641
URDIS,0.3038505,1179,0.4168224,1180,0.0290894,2770
UMIDO,0.3038505,1179,0.3607477,1387,0.0297922,2734
MIUDO,0.3038505,1179,0.4659813,957,0.0356375,2351
LICEU,0.3038131,1180,0.4143925,1189,0.0305052,2694
BICHA,0.3037009,1181,0.4508411,1027,0.0451228,1672
LUCRO,0.3033645,1182,0.4624299,973,0.0334005,2513
EXUMO,0.3033645,1182,0.311215,1540,0.0268789,2865
TENDO,0.3031402,1183,0.5478505,585,0.0425543,1889
NEGOU,0.3031028,1184,0.3585047,1396,0.0291126,2769
NEVOU,0.3030654,1185,0.3456075,1436,0.0288291,2785
FUJAS,0.3027664,1186,0.5973832,362,0.0542193,960
VIGOR,0.302729,1187,0.3560748,1404,0.0250164,2919
CONDE,0.3026542,1188,0.5061682,775,0.0358765,2336
CUSTO,0.3026168,1189,0.5375701,634,0.0365517,2299
VOLTE,0.3025421,1190,0.4697196,940,0.0345803,2429
JUBAS,0.3024673,1191,0.5515888,565,0.0533151,1028
MEDIU,0.302243,1192,0.3900935,1289,0.0289187,2780
MUDEI,0.302243,1192,0.4461682,1048,0.0311227,2663
PIVOS,0.3019813,1193,0.5076636,768,0.0354093,2367
MINTO,0.3019439,1194,0.5323364,656,0.0379159,2198
DURMO,0.3017944,1195,0.4979439,815,0.0370452,2265
CHIES,0.301757,1196,0.5454206,597,0.0406942,2012
LUCRE,0.301757,1196,0.3738318,1349,0.024167,2944
CRUEL,0.301757,1196,0.3902804,1288,0.0281326,2812
SUPRI,0.3016822,1197,0.3456075,1436,0.0219719,2996
PINHA,0.3013832,1198,0.5097196,758,0.0466961,1537
XISTO,0.3011963,1199,0.4495327,1034,0.0368528,2278
CUSTE,0.3010093,1200,0.448972,1037,0.0273183,2850
PONTE,0.300972,1201,0.5069159,771,0.0353923,2370
ESQUI,0.3008598,1202,0.1558879,1634,0.0119913,3069
FILHA,0.300785,1203,0.4891589,858,0.046102,1583
BUENO,0.3005981,1204,0.4282243,1130,0.0319425,2608
INTUO,0.3005981,1204,0.3207477,1513,0.0257272,2905
GRIFO,0.3005607,1205,0.4128972,1197,0.0345179,2433
HABIL,0.300486,1206,0.3125234,1537,0.0367854,2282
MENTI,0.3003364,1207,0.4657944,958,0.0315681,2634
TINEM,0.3003364,1207,0.5026168,793,0.0339115,2476
BRIGO,0.3002617,1208,0.4435514,1060,0.0350741,2393
VIBRO,0.3002243,1209,0.4433645,1061,0.0353199,2374
URDEM,0.3001869,1210,0.377757,1337,0.0276971,2832
DUREM,0.3001869,1210,0.5104673,754,0.0349927,2401
UNICO,0.3001121,1211,0.3654206,1376,0.0302406,2709
MUNES,0.2996636,1212,0.6016822,342,0.0401227,2050
MENUS,0.2996636,1212,0.5254206,686,0.0370589,2263
PRUMO,0.2996262,1213,0.4299065,1122,0.0318736,2616
BISPO,0.299514,1214,0.4420561,1068,0.0353191,2375
LENDO,0.2994393,1215,0.5364486,638,0.0419075,1938
LOTUS,0.2994019,1216,0.4902804,852,0.0364524,2303
BUCAL,0.2992523,1217,0.4383178,1084,0.0421738,1915
VEDOU,0.2991402,1218,0.3848598,1309,0.0296918,2740
UNTEI,0.2989907,1219,0.3383178,1462,0.026011,2893
FRIGE,0.2989533,1220,0.3714019,1359,0.0261799,2889
GRIFE,0.2989533,1220,0.3242991,1504,0.0252845,2914
FERVI,0.2989159,1221,0.4590654,987,0.0341916,2455
SULCO,0.2989159,1221,0.4813084,893,0.0341609,2459
VIBRE,0.2986168,1222,0.3547664,1409,0.0260865,2891
NUTRO,0.2985421,1223,0.4407477,1073,0.0325206,2562
TURNO,0.2985421,1223,0.5072897,770,0.0375485,2230
ILHES,0.2985421,1223,0.3990654,1258,0.0320441,2601
COZEM,0.2985421,1223,0.5214953,705,0.0406746,2014
PIFES,0.2982056,1224,0.5570093,539,0.0410034,1992
SURGI,0.2979813,1225,0.4072897,1221,0.0267382,2871
URGIS,0.2979813,1225,0.4183178,1173,0.0288951,2784
GURIS,0.2979813,1225,0.5456075,596,0.0360478,2325
RUGIS,0.2979813,1225,0.4923364,841,0.031857,2618
VIRUS,0.2979439,1226,0.5057944,777,0.0350071,2399
LUTES,0.2977944,1227,0.5594393,529,0.0385324,2152
VINHA,0.2976449,1228,0.4833645,883,0.0458319,1609
MUDOS,0.2973458,1229,0.4953271,827,0.0326336,2556
PLENO,0.297271,1230,0.3758879,1343,0.0290053,2776
VENTO,0.2972336,1231,0.5620561,516,0.0427778,1870
COZEU,0.2971963,1232,0.4773832,909,0.0385028,2153
JUIZA,0.2970467,1233,0.4239252,1150,0.0448134,1700
PEGOU,0.2970093,1234,0.4127103,1198,0.0303617,2700
FEUDO,0.296972,1235,0.5123364,744,0.0407173,2010
TURNE,0.2969346,1236,0.4186916,1171,0.0283151,2804
NUTRE,0.2969346,1236,0.3521495,1416,0.0232871,2968
VENCO,0.2967477,1237,0.5272897,677,0.041345,1973
DITOU,0.2966729,1238,0.3530841,1414,0.0242355,2943
JINGA,0.2966355,1239,0.4478505,1040,0.0451615,1666
OLHEM,0.296486,1240,0.3003738,1559,0.023331,2965
MOLHE,0.296486,1240,0.4338318,1103,0.0338357,2480
DITEM,0.2964112,1241,0.4568224,998,0.0322631,2581
GUIEM,0.2963738,1242,0.4753271,917,0.0324283,2570
UIVEM,0.2963364,1243,0.4007477,1250,0.030119,2719
CUIDO,0.2961869,1244,0.5394393,625,0.0374579,2240
FIGOS,0.2961121,1245,0.5108411,752,0.0350465,2397
FISGO,0.2961121,1245,0.4682243,947,0.0358181,2343
SILEX,0.2958879,1246,0.4125234,1199,0.032283,2578
EXIJO,0.2958879,1246,0.3375701,1464,0.0306176,2689
LIXES,0.2958879,1246,0.5256075,685,0.0406019,2020
FRUIS,0.2957757,1247,0.4717757,932,0.030567,2691
MUDES,0.2957383,1248,0.5549533,549,0.0384894,2155
SUBIR,0.2954766,1249,0.3375701,1464,0.0214128,3001
RUBIS,0.2954766,1249,0.4740187,923,0.031401,2643
FONTE,0.2950654,1250,0.4971963,818,0.034746,2419
XINGA,0.295028,1251,0.4371963,1089,0.0450774,1680
LUZAM,0.2949907,1252,0.4743925,922,0.0447638,1702
HINOS,0.2948411,1253,0.4962617,823,0.035613,2353
BENTO,0.2947664,1254,0.562243,515,0.0426565,1878
CUIDE,0.2945794,1255,0.4508411,1027,0.0282245,2808
FINJA,0.2944299,1256,0.488972,859,0.0459434,1599
CINTO,0.2942804,1257,0.5691589,481,0.0389086,2132
FUMEI,0.2941682,1258,0.455514,1005,0.0304517,2696
PICOU,0.2940187,1259,0.3824299,1317,0.0247952,2927
ZELOU,0.2939813,1260,0.3794393,1329,0.0303394,2701
FORUM,0.2937196,1261,0.4657944,958,0.0330494,2531
LONGE,0.2935701,1262,0.4327103,1107,0.0328984,2538
DUPLA,0.2930093,1263,0.4041121,1234,0.0400986,2053
DILUO,0.292972,1264,0.4514019,1024,0.0342288,2452
ILUDO,0.292972,1264,0.3328972,1478,0.0258861,2898
LIDOU,0.292972,1264,0.3407477,1454,0.0236039,2956
LIDEM,0.2927103,1265,0.444486,1055,0.0316315,2627
DIZER,0.2925981,1266,0.382243,1318,0.030182,2713
UNTES,0.292486,1267,0.4471028,1044,0.0333777,2515
FOGEM,0.2924486,1268,0.5138318,737,0.0387267,2143
CHUTA,0.2921869,1269,0.4315888,1113,0.0415416,1959
LIMPO,0.2921495,1270,0.4207477,1162,0.0336045,2494
RUFEM,0.2921121,1271,0.4300935,1121,0.0299194,2727
FEMUR,0.2921121,1271,0.3499065,1422,0.0249425,2922
FUREM,0.2921121,1271,0.5349533,644,0.0351294,2386
FRUEM,0.2921121,1271,0.4327103,1107,0.0291747,2766
TOQUE,0.2916262,1272,0.36,1390,0.0313151,2651
MUSGO,0.2914766,1273,0.4542056,1011,0.0332108,2525
ILUDE,0.2913645,1274,0.2442991,1614,0.0166527,3049
POLIU,0.2908037,1275,0.4463551,1047,0.0305076,2693
LIMPE,0.2905421,1276,0.3321495,1481,0.0243711,2938
ZIPER,0.2904299,1277,0.36,1390,0.0296145,2743
NULOS,0.2903925,1278,0.4902804,852,0.0319897,2605
DUTOS,0.2901682,1279,0.493271,836,0.0320392,2603
GUMES,0.2898692,1280,0.5358879,640,0.0373445,2248
ZUNAM,0.2896822,1281,0.5052336,780,0.0456063,1629
BUFAM,0.2896075,1282,0.4783178,905,0.0441501,1765
HOTEL,0.2893084,1283,0.3957009,1271,0.0351675,2382
TOLHE,0.2893084,1283,0.4308411,1117,0.0332565,2523
PULEI,0.2891963,1284,0.4953271,827,0.0317278,2623
LINCE,0.288972,1285,0.3945794,1272,0.0260237,2892
COLHE,0.2888224,1286,0.4706542,936,0.0348284,2414
TURVO,0.2887103,1287,0.5085981,763,0.0373529,2247
FITOU,0.2885981,1288,0.3775701,1338,0.0243723,2937
FITEM,0.2883364,1289,0.4813084,893,0.0323999,2571
CURVO,0.2882243,1290,0.5484112,582,0.0389249,2131
DIZES,0.2881495,1291,0.5203738,710,0.0399942,2062
FICOU,0.2881121,1292,0.3727103,1352,0.0241488,2946
PONDE,0.2880374,1293,0.4826168,886,0.0338035,2482
PENDO,0.2880374,1293,0.5641121,505,0.0420533,1926
PUTOS,0.288,1294,0.5274766,676,0.0328224,2544
LOQUE,0.2879252,1295,0.3485981,1426,0.0306683,2683
BICOU,0.2878131,1296,0.3562617,1403,0.0238096,2953
UNIDO,0.2876636,1297,0.3758879,1343,0.0300845,2720
FUMES,0.2876636,1297,0.5642991,504,0.0378185,2208
CUSPO,0.287514,1298,0.4813084,893,0.0340439,2465
GOLPE,0.2874766,1299,0.4016822,1246,0.0318164,2620
PLUGA,0.2871402,1300,0.3811215,1323,0.0380908,2185
PULGA,0.2871402,1300,0.4908411,849,0.0427555,1873
TURVE,0.2871028,1301,0.42,1165,0.0281195,2814
LIGOU,0.2871028,1301,0.342243,1446,0.0234095,2963
DUBLA,0.2868037,1302,0.4001869,1252,0.0398623,2075
CURVE,0.2866168,1303,0.4598131,983,0.0296915,2741
FURTO,0.2865421,1304,0.5616822,518,0.0385546,2150
FRUTO,0.2865421,1304,0.4594393,985,0.0325998,2558
FUCEI,0.2865047,1305,0.4637383,967,0.0304416,2698
FRIJO,0.286243,1306,0.4465421,1046,0.034966,2402
BRUTO,0.286243,1306,0.4429907,1063,0.0322606,2582
TURBO,0.286243,1306,0.4990654,809,0.0371085,2260
FILMO,0.286243,1306,0.4857944,871,0.0348689,2411
LIMBO,0.2859439,1307,0.4209346,1161,0.0335188,2503
CUBRO,0.285757,1308,0.4828037,885,0.0339233,2474
LIGUE,0.2854953,1309,0.3349533,1472,0.023753,2954
FURTE,0.2849346,1310,0.4730841,926,0.0293212,2761
FILOU,0.2848972,1311,0.3945794,1272,0.0247887,2928
FILEM,0.2846355,1312,0.4983178,813,0.0328163,2546
TURBE,0.2846355,1312,0.4104673,1207,0.0278751,2825
FILME,0.2846355,1312,0.3971963,1263,0.0256355,2908
FIZER,0.2845234,1313,0.406729,1224,0.0303187,2704
REFIZ,0.2845234,1313,0.3330841,1477,0.0283019,2805
PULOS,0.2842991,1314,0.544486,601,0.0332388,2524
VENDO,0.2842991,1314,0.537757,633,0.041189,1985
PULSO,0.2842991,1314,0.4786916,904,0.0315026,2639
CURTI,0.2841495,1315,0.4856075,872,0.0281196,2813
TENHO,0.284,1316,0.5231776,698,0.041454,1965
DUNGA,0.284,1316,0.4674766,951,0.0419201,1936
MIJOU,0.2836636,1317,0.3295327,1490,0.0238545,2951
ENCHO,0.283514,1318,0.3295327,1490,0.0264636,2880
CUNHA,0.2831776,1319,0.5228037,699,0.0444353,1739
MUNIR,0.2828037,1320,0.3960748,1269,0.021737,2999
PULES,0.2826916,1321,0.6041121,333,0.0390946,2121
PULSE,0.2826916,1321,0.3900935,1289,0.0222692,2987
HUMOR,0.2826542,1322,0.306729,1547,0.0208893,3012
JUNTA,0.2826168,1323,0.4839252,880,0.0431758,1839
RUBLO,0.2825421,1324,0.4114019,1203,0.0313115,2652
BURLO,0.2825421,1324,0.4949533,829,0.036093,2322
FENDO,0.2821308,1325,0.5543925,552,0.0414069,1971
PUXAM,0.2820935,1326,0.5007477,802,0.04488,1696
BONDE,0.2818318,1327,0.4564486,1000,0.0328179,2545
BUSTO,0.2817944,1328,0.4878505,862,0.0334931,2508
FUNDA,0.2817944,1328,0.5142056,735,0.0428162,1866
TUBOS,0.2817944,1328,0.475514,916,0.031404,2641
FUSCO,0.2816075,1329,0.4695327,941,0.0323996,2572
BUNDA,0.2814953,1330,0.497757,816,0.042477,1893
CINDO,0.2813458,1331,0.5448598,599,0.0373198,2249
BUSCO,0.2813084,1332,0.4530841,1016,0.0320603,2600
CUBOS,0.2813084,1332,0.5153271,730,0.0329759,2535
BURLE,0.2809346,1333,0.4063551,1225,0.0268596,2867
BRINS,0.2806355,1334,0.4416822,1070,0.0294813,2751
JOVEM,0.2802991,1335,0.4463551,1047,0.0372139,2254
LENHO,0.2802991,1335,0.5117757,747,0.0408072,2004
GOZEM,0.2802243,1336,0.4598131,983,0.0374813,2237
TENDI,0.2802243,1336,0.4385047,1083,0.0294,2755
FIXOS,0.2801869,1337,0.4839252,880,0.0342455,2449
FUCES,0.28,1338,0.5725234,466,0.0378084,2210
JUREM,0.28,1338,0.4803738,895,0.0339002,2477
HOUVE,0.28,1338,0.348785,1425,0.0304462,2697
PEDIU,0.2799626,1339,0.4033645,1238,0.0278384,2827
CINDE,0.2797383,1340,0.4562617,1001,0.0280864,2816
CUTIS,0.2797009,1341,0.5431776,607,0.0321777,2589
PINTO,0.2796636,1342,0.5456075,596,0.0368356,2280
PUDOR,0.279514,1343,0.3704673,1361,0.0217411,2998
ENFIM,0.2793271,1344,0.2485981,1613,0.015369,3061
DUCHA,0.2792523,1345,0.4323364,1109,0.0409915,1993
PINCO,0.2791776,1346,0.5108411,752,0.0354028,2368
BLEFO,0.2790654,1347,0.3323364,1480,0.0274036,2847
JOGUE,0.2789907,1348,0.3482243,1428,0.0298133,2732
QUEDO,0.2786916,1349,0.4039252,1235,0.031525,2637
FIXES,0.2785794,1350,0.5435514,606,0.0401013,2051
MUNIS,0.2783551,1351,0.5342056,647,0.0315492,2636
LINDO,0.2781308,1352,0.4936449,834,0.0351011,2390
PINTE,0.2780561,1353,0.4570093,997,0.0276022,2835
PUDER,0.2779065,1354,0.4300935,1121,0.0275969,2836
FUJAM,0.2777944,1355,0.4908411,849,0.0442535,1752
ZOMBE,0.2777196,1356,0.342243,1446,0.0303191,2703
PINCE,0.2775701,1357,0.422243,1155,0.0261694,2890
PUNES,0.2773832,1358,0.6149533,293,0.0390424,2124
PNEUS,0.2773832,1358,0.3725234,1353,0.0232981,2966
ZUMBA,0.2773832,1358,0.3835514,1313,0.0399782,2063
VEXOU,0.2773458,1359,0.3594393,1391,0.0286965,2792
CHUPA,0.2770841,1360,0.3753271,1345,0.0390338,2125
CHIOU,0.2770467,1361,0.3351402,1471,0.0227008,2980
CHIEM,0.276785,1362,0.4388785,1082,0.0307284,2680
SUTIL,0.276486,1363,0.3291589,1491,0.0194172,3024
BULES,0.276486,1363,0.5779439,438,0.038109,2183
MIXTO,0.2762243,1364,0.4601869,981,0.0352874,2378
FUNGA,0.2759252,1365,0.4919626,843,0.0420569,1924
CAPUZ,0.2759252,1365,0.3403738,1456,0.0349485,2404
GRUDO,0.2758131,1366,0.406729,1224,0.0305371,2692
COXIM,0.2757383,1367,0.4527103,1018,0.0320716,2597
NUTRI,0.2756262,1368,0.3314019,1483,0.0193663,3026
SUJEM,0.2755514,1369,0.4278505,1132,0.0295076,2748
VINCO,0.2754393,1370,0.484486,877,0.0345386,2431
DUBIO,0.2753645,1371,0.4502804,1030,0.0331897,2526
MILHO,0.2751776,1372,0.4725234,929,0.035279,2380
MULTO,0.2744299,1373,0.511028,751,0.0336343,2491
TINGE,0.2743551,1374,0.3942056,1274,0.0257551,2904
VINTE,0.2743178,1375,0.4306542,1118,0.026738,2872
GRUDE,0.2742056,1376,0.3181308,1520,0.0213037,3005
CINGE,0.2738692,1377,0.4340187,1102,0.027327,2849
ILHOU,0.2738318,1378,0.188785,1631,0.0140507,3065
VENCI,0.2738318,1378,0.4179439,1175,0.0281908,2809
CRUZO,0.2738318,1378,0.4276636,1133,0.0324847,2567
FINTO,0.273757,1379,0.5358879,640,0.0361893,2320
CHEGO,0.2737196,1380,0.3811215,1323,0.0299133,2728
CHOVE,0.2736822,1381,0.2700935,1600,0.0184692,3031
UNGES,0.2736822,1381,0.4297196,1123,0.0319144,2611
GRUPO,0.2736449,1382,0.3747664,1346,0.0296181,2742
PURGO,0.2736449,1382,0.5248598,689,0.0368528,2278
ILHEM,0.2735701,1383,0.2925234,1576,0.0220783,2990
PIFOU,0.2734953,1384,0.346729,1432,0.02301,2974
DEPUS,0.2734579,1385,0.4448598,1053,0.0331482,2528
CHUVA,0.2733458,1386,0.3850467,1308,0.0391926,2116
FINCO,0.273271,1387,0.5011215,801,0.0347565,2418
PIFEM,0.2732336,1388,0.4504673,1029,0.0310376,2667
MUGIR,0.2730093,1389,0.3508411,1419,0.0199094,3019
LUTEM,0.2728224,1390,0.4528972,1017,0.0285666,2794
MULTE,0.2728224,1390,0.4224299,1154,0.0244009,2935
BONUS,0.272785,1391,0.5196262,714,0.0359767,2330
XUCRO,0.2723364,1392,0.4151402,1186,0.0315865,2631
IMPUS,0.2722617,1393,0.273271,1598,0.0179642,3037
CRUZE,0.2722243,1394,0.3390654,1460,0.0232513,2969
FINTE,0.2721495,1395,0.4472897,1043,0.0269559,2864
FECHO,0.271514,1396,0.4970093,819,0.0397189,2084
LIXOU,0.2711776,1397,0.3153271,1530,0.0226085,2982
XELIM,0.2709159,1398,0.4084112,1217,0.029736,2736
LIXEM,0.2709159,1398,0.4190654,1169,0.0306362,2686
BUCHA,0.2708785,1399,0.4403738,1075,0.040789,2005
FOQUE,0.2706168,1400,0.3665421,1371,0.0301677,2714
NIVEL,0.2706168,1400,0.3308411,1484,0.0262888,2886
VELHO,0.2704673,1401,0.502243,795,0.0401409,2049
QUITO,0.2703178,1402,0.4661682,956,0.035006,2400
INFLO,0.2700561,1403,0.2790654,1592,0.0234722,2960
JUSTO,0.2699813,1404,0.4497196,1033,0.0326031,2557
CUJOS,0.2694953,1405,0.5065421,773,0.0326509,2555
VELOZ,0.2693084,1406,0.3820561,1319,0.0293647,2757
JULGA,0.2691215,1407,0.4265421,1137,0.0408799,1997
QUITE,0.2687103,1408,0.3775701,1338,0.0257726,2903
PUNHA,0.2685607,1409,0.4992523,808,0.0423623,1904
MUGIS,0.2685607,1409,0.488972,859,0.0297217,2737
INFLE,0.2684486,1410,0.1904673,1630,0.0142388,3064
HIMEN,0.2682617,1411,0.3209346,1512,0.0267243,2874
TOLHI,0.268,1412,0.4100935,1208,0.0293356,2759
COLHI,0.267514,1413,0.4499065,1032,0.0309076,2672
UNTEM,0.267514,1413,0.3405607,1455,0.023412,2961
BURGO,0.2674393,1414,0.4986916,811,0.0358672,2338
CULTO,0.2667664,1415,0.5478505,585,0.034627,2427
QUILO,0.2666168,1416,0.4158879,1184,0.0328837,2540
BUFEI,0.2656822,1417,0.4115888,1202,0.0283172,2803
VENHO,0.2651589,1418,0.5130841,741,0.0400887,2055
PENDI,0.2651215,1419,0.4547664,1009,0.028899,2782
TUPIS,0.2650841,1420,0.4715888,933,0.0289226,2779
LUXOS,0.2646729,1421,0.455514,1005,0.0304123,2699
CUSPI,0.2645981,1422,0.3719626,1356,0.0208896,3011
LUZES,0.2645607,1423,0.5164486,725,0.0362977,2313
DEBIL,0.2642243,1424,0.3207477,1513,0.0248154,2926
JUDIO,0.2635514,1425,0.4370093,1090,0.0327477,2550
DIZEM,0.2631776,1426,0.4138318,1192,0.0300284,2722
DIGNO,0.263028,1427,0.4183178,1173,0.0320715,2598
VINDO,0.2629907,1428,0.4949533,829,0.0343826,2441
CUPOM,0.2625421,1429,0.4127103,1198,0.0232464,2970
NICHO,0.2622056,1430,0.4097196,1210,0.0323097,2577
INCHO,0.2622056,1430,0.3160748,1528,0.0246906,2930
HUNOS,0.2620187,1431,0.4857944,871,0.0312791,2655
JUDIE,0.2619439,1432,0.3484112,1427,0.0235143,2958
TINJO,0.2616449,1433,0.4693458,942,0.0345412,2430
BENZO,0.2615327,1434,0.4971963,818,0.039822,2079
DIGNE,0.2614206,1435,0.3297196,1489,0.0228381,2978
VINDE,0.2613832,1436,0.4063551,1225,0.0251492,2917
VENDI,0.2613832,1436,0.4284112,1129,0.0280347,2818
CINJO,0.2611589,1437,0.5091589,760,0.0361131,2321
ZINCO,0.2610467,1438,0.4431776,1062,0.0335007,2506
PINGO,0.2608598,1439,0.4990654,809,0.0344875,2436
FINDO,0.2608224,1440,0.5115888,748,0.0346005,2428
ENCHI,0.2605981,1441,0.2201869,1621,0.0133093,3068
INCHE,0.2605981,1441,0.2274766,1619,0.0154571,3058
PUNIR,0.2605234,1442,0.4093458,1212,0.0206567,3015
FLUIR,0.2599252,1443,0.2790654,1592,0.0153979,3060
REDUZ,0.2597757,1444,0.2927103,1575,0.0234109,2962
BULIR,0.2596262,1445,0.3723364,1354,0.0197234,3021
ZUNES,0.2592523,1446,0.5472897,588,0.0371402,2258
FINDE,0.259215,1447,0.4229907,1152,0.0253671,2912
FENDI,0.259215,1447,0.4450467,1052,0.0282527,2806
BUFES,0.2591776,1448,0.5203738,710,0.035684,2349
LINHO,0.2589907,1449,0.468972,944,0.0340008,2468
PUXEI,0.2581682,1450,0.4340187,1102,0.0290471,2773
PULEM,0.2577196,1451,0.4975701,817,0.0291288,2768
GUIZO,0.2575701,1452,0.4370093,1090,0.033019,2532
VINGO,0.2571215,1453,0.4727103,928,0.0336232,2493
UNGIR,0.2568224,1454,0.2241121,1620,0.0135288,3066
TUNEL,0.2566355,1455,0.4164486,1182,0.0258163,2901
MUNDO,0.2561869,1456,0.4975701,817,0.0319933,2604
PICHO,0.2561121,1457,0.4639252,966,0.0335588,2498
PUNIS,0.2560748,1458,0.5474766,587,0.030469,2695
DIQUE,0.2557757,1459,0.2921495,1577,0.0222409,2988
FLUIS,0.2554766,1460,0.4171963,1178,0.0252102,2916
SEDUZ,0.2553271,1461,0.2943925,1572,0.023235,2971
BULIS,0.2551776,1462,0.5104673,754,0.0295356,2746
BUZIO,0.2550654,1463,0.451028,1026,0.0326719,2554
CLIPS,0.2550654,1463,0.4284112,1129,0.0268286,2869
FUCEM,0.255028,1464,0.4659813,957,0.0278426,2826
