palavras,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
BRUTA,0.3400374,856,0.4560748,1002,0.0448102,1701
FRIJA,0.3400374,856,0.4596262,984,0.0475156,1456
TURBA,0.3400374,856,0.5121495,745,0.0496581,1264
FILMA,0.3400374,856,0.4988785,810,0.0474185,1465
FILAM,0.3400374,856,0.5628037,512,0.0512482,1146
BRECO,0.3398879,857,0.4173832,1177,0.0340972,2463
COBRE,0.3398879,857,0.4545794,1010,0.0368138,2281
TORCI,0.3398879,857,0.4714019,934,0.0372389,2252
TRICO,0.3398879,857,0.4652336,961,0.0374761,2238
BERCO,0.3398879,857,0.5637383,507,0.0479228,1420
FUCAR,0.3398505,858,0.4988785,810,0.046428,1556
LAMBI,0.3397383,859,0.3814953,1322,0.0402654,2043
RONDE,0.3397383,859,0.4727103,928,0.0370191,2267
DRENO,0.3397383,859,0.3962617,1268,0.033579,2496
RENDO,0.3397383,859,0.5542056,553,0.0452689,1659
SURTO,0.3397009,860,0.5631776,510,0.0422406,1910
OPINE,0.3396262,861,0.2583178,1607,0.0217354,3000
PONEI,0.3396262,861,0.5665421,494,0.0437996,1786
CUBRA,0.3395514,862,0.4958879,825,0.0464729,1551
RIJOS,0.3394019,863,0.4835514,882,0.0381274,2181
SIRZO,0.3392897,864,0.5085981,763,0.04374,1791
PUNIA,0.3392897,864,0.5611215,521,0.0488061,1337
CURSO,0.339215,865,0.5493458,577,0.0402225,2046
LOGRE,0.3391776,866,0.4216822,1158,0.0350511,2395
VOGAL,0.3391402,867,0.4859813,870,0.0531792,1040
LUGAR,0.3388411,868,0.4684112,946,0.0456887,1624
BOLEI,0.338729,869,0.5295327,666,0.0428662,1864
AFLUI,0.3386916,870,0.2985047,1563,0.0275611,2840
FLUIA,0.3386916,870,0.4308411,1117,0.0435473,1811
FALIU,0.3386916,870,0.4566355,999,0.0419719,1932
AJUDE,0.3386542,871,0.3056075,1549,0.0308654,2674
GESTO,0.3384299,872,0.5291589,668,0.0444987,1728
LOPES,0.3384299,872,0.5880374,400,0.0489732,1318
PELOS,0.3384299,872,0.597757,360,0.0443791,1743
FIXAR,0.3384299,872,0.4699065,939,0.048721,1347
GOSTE,0.3384299,872,0.4476636,1041,0.0362489,2316
ABLUI,0.3383925,873,0.2994393,1562,0.0275766,2838
BULIA,0.3383925,873,0.5241121,693,0.0478727,1424
VOTES,0.3383925,873,0.6211215,272,0.0499379,1239
BALIU,0.3383925,873,0.4401869,1076,0.0416327,1952
JANTO,0.3383551,874,0.551215,567,0.0548609,920
TANJO,0.3383551,874,0.5392523,626,0.054442,948
LUPAS,0.3380935,875,0.5921495,385,0.0552811,888
PULSA,0.3380935,875,0.4917757,844,0.0440522,1772
SURTE,0.3380935,875,0.4745794,921,0.0330072,2533
PULAS,0.3380935,875,0.6685981,144,0.0575265,708
VENDA,0.3380935,875,0.5508411,569,0.0537386,998
CEGOS,0.3379439,876,0.5869159,404,0.0445723,1721
VOCES,0.3379065,877,0.6162617,290,0.0497144,1263
LIMES,0.3377944,878,0.5568224,540,0.0426529,1879
SELIM,0.3377944,878,0.4751402,918,0.0347354,2422
TENHA,0.3377944,878,0.5362617,639,0.0540036,974
SERZI,0.3376822,879,0.4420561,1068,0.0373922,2243
CURSE,0.3376075,880,0.4607477,978,0.030989,2669
CURES,0.3376075,880,0.6747664,131,0.0478145,1431
COMEU,0.3376075,880,0.5072897,770,0.0405242,2028
ENCHA,0.3373084,881,0.3426168,1444,0.0390132,2126
BANDO,0.3372336,882,0.5650467,500,0.054162,963
URINO,0.3371963,883,0.4084112,1217,0.035074,2394
FOLGA,0.336972,884,0.5414953,614,0.0542331,958
FLAVO,0.3369346,885,0.3766355,1341,0.0325027,2566
MENIR,0.3369346,885,0.4493458,1035,0.0328773,2541
JANTE,0.3367477,886,0.4626168,972,0.0456275,1626
LITRO,0.3366729,887,0.477757,907,0.0379578,2194
TENAZ,0.3366355,888,0.5271028,678,0.0549655,912
PUXAO,0.336486,889,0.6078505,321,0.0606332,458
BURLA,0.3363364,890,0.5080374,766,0.0486426,1357
FOSTE,0.3362243,891,0.4760748,913,0.0367229,2291
FETOS,0.3362243,891,0.571028,474,0.0433163,1828
LICOR,0.3361869,892,0.3672897,1369,0.0269747,2862
EXIMO,0.3361869,892,0.3583178,1397,0.0320405,2602
BOTES,0.3359252,893,0.6213084,271,0.0498165,1254
FENDA,0.3359252,893,0.5674766,489,0.0539565,982
GENIO,0.3359252,893,0.5631776,510,0.0462764,1565
IGNEO,0.3359252,893,0.457757,993,0.0395873,2092
OBSTE,0.3359252,893,0.2788785,1593,0.0213048,3004
NOIVE,0.3358879,894,0.411215,1204,0.0362662,2314
ENVIO,0.3358879,894,0.3659813,1373,0.031384,2644
INOVE,0.3358879,894,0.2072897,1624,0.016755,3047
JOGAM,0.3357383,895,0.5237383,695,0.0559293,845
PEIDO,0.3357009,896,0.5691589,481,0.0465252,1550
DOPEI,0.3357009,896,0.4727103,928,0.0409691,1995
PODEI,0.3357009,896,0.5198131,713,0.0421663,1916
GOZAM,0.3356262,897,0.5242991,692,0.0559132,846
UNGIA,0.3355888,898,0.3758879,1343,0.0416781,1951
URINE,0.3355888,898,0.3198131,1515,0.0258406,2899
REUNI,0.3355888,898,0.3792523,1330,0.0308603,2676
GANIU,0.3355888,898,0.4390654,1081,0.0414457,1966
BECOS,0.3354393,899,0.5497196,575,0.0427536,1875
JURAM,0.3354019,900,0.5448598,599,0.0523321,1098
URJAM,0.3354019,900,0.4166355,1181,0.0451535,1667
FUCAS,0.3354019,900,0.6370093,215,0.0562402,822
RUJAM,0.3354019,900,0.4906542,850,0.0481155,1406
SONDE,0.3352897,901,0.4743925,922,0.0368432,2279
SENDO,0.3352897,901,0.5558879,545,0.0450929,1677
DENSO,0.3352897,901,0.5085981,763,0.0418075,1944
CINDA,0.3351402,902,0.5579439,534,0.0498694,1248
CUBAS,0.3351028,903,0.6394393,210,0.0572636,733
BUSCA,0.3351028,903,0.4661682,956,0.0446099,1718
BELGA,0.3350654,904,0.5179439,719,0.0529102,1059
GLEBA,0.3350654,904,0.3426168,1444,0.0399945,2061
VITAL,0.335028,905,0.4534579,1014,0.0468525,1517
DUNAS,0.3349533,906,0.6452336,196,0.0566911,783
GLOSE,0.334729,907,0.228972,1618,0.0175438,3041
GOLES,0.334729,907,0.6263551,254,0.0500982,1227
GELOS,0.334729,907,0.5596262,528,0.0432588,1834
MORDI,0.3346168,908,0.4848598,875,0.0376621,2222
DORMI,0.3346168,908,0.448972,1037,0.0360149,2329
ANZOL,0.3345421,909,0.2528972,1611,0.027572,2839
EMULO,0.3343925,910,0.3037383,1553,0.0266361,2876
MELOU,0.3343925,910,0.4338318,1103,0.0333218,2519
LUVAS,0.3343551,911,0.5936449,379,0.0552174,889
REZOU,0.3342804,912,0.3771963,1339,0.032806,2547
ZEROU,0.3342804,912,0.4265421,1137,0.0369863,2269
VAZOU,0.334243,913,0.3878505,1300,0.0418205,1943
LENHA,0.3340935,914,0.5248598,689,0.0533568,1026
VEJAM,0.3340935,914,0.5274766,676,0.0551759,896
VAZEM,0.3339813,915,0.4915888,845,0.0498481,1250
FIXAS,0.3339813,915,0.6080374,320,0.0585332,621
NEGRO,0.3338692,916,0.4766355,912,0.0421975,1913
GENRO,0.3338692,916,0.5379439,632,0.0441539,1764
NERVO,0.3338318,917,0.5239252,694,0.0467431,1532
CITES,0.3338318,917,0.6211215,272,0.045085,1679
ENFIO,0.3337196,918,0.3557009,1406,0.0311222,2664
DEPOR,0.3336449,919,0.3766355,1341,0.0316841,2625
PODER,0.3336449,919,0.4904673,851,0.0397209,2083
PEDRO,0.3336449,919,0.5293458,667,0.0436409,1805
PINTA,0.3334579,920,0.5586916,531,0.0493852,1287
RUIDO,0.333271,921,0.5059813,776,0.0386006,2147
ZOMBA,0.3331215,922,0.4439252,1058,0.0521022,1109
PENSO,0.3331215,922,0.5428037,609,0.0425906,1886
BANIU,0.3330841,923,0.451028,1026,0.0415804,1957
DIGAM,0.3330093,924,0.5039252,787,0.0492317,1300
MEDIR,0.3330093,924,0.4026168,1242,0.0312441,2656
PINCA,0.332972,925,0.5239252,694,0.0479524,1418
ADVIM,0.332972,925,0.317757,1522,0.0285626,2795
BLEFA,0.3328598,926,0.3454206,1437,0.0399532,2066
PUNAS,0.332785,927,0.6794393,121,0.0574743,715
SUINO,0.3327477,928,0.4841121,879,0.03786,2204
FOLES,0.3325234,929,0.6547664,167,0.0505722,1191
VEXAM,0.332486,930,0.5276636,675,0.055156,898
QUEDA,0.332486,930,0.4170093,1179,0.0440746,1770
MINES,0.332486,930,0.6121495,303,0.0444565,1735
ROMPI,0.3324486,931,0.3790654,1331,0.0316017,2628
PRIMO,0.3324486,931,0.4770093,910,0.0370352,2266
IMPOR,0.3324486,931,0.2050467,1625,0.0165001,3051
FACIL,0.3323738,932,0.4031776,1239,0.0397424,2081
BOLES,0.3322243,933,0.6383178,213,0.050233,1216
LISTO,0.3322243,933,0.4968224,820,0.0386668,2144
BELOS,0.3322243,933,0.5715888,471,0.0433935,1823
FLUAS,0.3321869,934,0.5491589,578,0.0522154,1102
CHIAM,0.3321869,934,0.5033645,789,0.0491603,1307
FUJAO,0.3321869,934,0.5979439,359,0.0600068,502
SULFA,0.3321869,934,0.4639252,966,0.0453737,1651
VIDEO,0.3319626,935,0.5528972,559,0.0466662,1541
LINDA,0.3319252,936,0.506729,772,0.0476507,1444
BLUSA,0.3318879,937,0.3558879,1405,0.0384019,2164
BULAS,0.3318879,937,0.6424299,202,0.0565409,805
BUJAO,0.3318879,937,0.5814953,425,0.0596675,533
FAZEM,0.3318131,938,0.5082243,765,0.050066,1229
COTEM,0.3317757,939,0.564486,503,0.0429093,1859
DUREI,0.3316636,940,0.5082243,765,0.0375916,2225
MATIZ,0.331514,941,0.3973832,1262,0.0412696,1981
TRINO,0.3313645,942,0.4521495,1020,0.0367554,2285
NITRO,0.3313645,942,0.451215,1025,0.0368544,2277
NOBRE,0.3313645,942,0.3768224,1340,0.0334917,2509
FURNA,0.3313271,943,0.5269159,679,0.0489507,1320
CHEIO,0.3311776,944,0.4405607,1074,0.0360161,2328
MUJAS,0.3309533,945,0.5938318,378,0.0559459,842
SUJAM,0.3309533,945,0.4923364,841,0.0479395,1419
PRIME,0.3308411,946,0.3884112,1297,0.0278018,2829
PREMI,0.3308411,946,0.3297196,1489,0.0219888,2995
LISTE,0.3306168,947,0.4082243,1218,0.0294334,2753
JEITO,0.3306168,947,0.5291589,668,0.0462385,1570
COZEI,0.3300187,948,0.5192523,716,0.0432736,1832
TANGI,0.329757,949,0.4433645,1061,0.0417351,1948
INTER,0.329757,949,0.3115888,1538,0.0243315,2941
GRUDA,0.3296075,950,0.4198131,1166,0.0430867,1847
CERNI,0.329271,951,0.491028,848,0.0371065,2261
VINCA,0.3292336,952,0.4975701,817,0.0470882,1497
DEPOS,0.3291963,953,0.5147664,733,0.0414964,1964
DOPES,0.3291963,953,0.5814953,425,0.0483358,1389
PODES,0.3291963,953,0.6285981,244,0.0495331,1275
DUBIA,0.3291589,954,0.4633645,969,0.0457393,1619
CHORE,0.3291215,955,0.3042991,1551,0.0224504,2984
CHAGO,0.3291215,955,0.3902804,1288,0.0342526,2448
CHOVA,0.3290841,956,0.3717757,1357,0.0402522,2044
SUNGA,0.3290841,956,0.4934579,835,0.0457429,1618
UNEMO,0.3290841,956,0.3229907,1508,0.0284086,2798
EXITO,0.3290093,957,0.3975701,1261,0.0334131,2512
MILHA,0.328972,958,0.4856075,872,0.0478286,1430
ILHAM,0.328972,958,0.3570093,1400,0.0405102,2029
MIGRO,0.3287477,959,0.4747664,920,0.0377205,2219
VIRMO,0.3287103,960,0.5162617,726,0.0412979,1978
PIFAM,0.3286355,961,0.5149533,732,0.0494695,1281
MOTEL,0.3285607,962,0.4519626,1021,0.0381552,2178
MEDIS,0.3285607,962,0.5407477,618,0.0410563,1991
LOTEM,0.3285607,962,0.513271,740,0.0406906,2013
QUERO,0.3282243,963,0.4158879,1184,0.0347459,2420
LUTAM,0.3282243,963,0.5173832,722,0.0469985,1503
ROQUE,0.3282243,963,0.3663551,1372,0.0340297,2466
MULTA,0.3282243,963,0.5241121,693,0.0461839,1574
COLEM,0.3280748,964,0.5814953,425,0.0433258,1827
IMPOS,0.328,965,0.3431776,1442,0.0263124,2885
OLHEI,0.3279626,966,0.2981308,1564,0.02593,2896
COZER,0.3279626,966,0.4899065,854,0.0408282,2002
HELIO,0.3279626,966,0.5209346,708,0.0455415,1635
PREGO,0.3277757,967,0.4317757,1112,0.0341675,2457
PROVE,0.3277383,968,0.3207477,1513,0.0227234,2979
FEDOR,0.3277383,968,0.4140187,1191,0.032235,2585
CRUZA,0.3276262,969,0.4407477,1073,0.0450343,1687
FINTA,0.3275514,970,0.548972,579,0.0487389,1344
CHEGA,0.327514,971,0.3942056,1274,0.0424629,1894
CHAVE,0.3274766,972,0.3016822,1557,0.0250183,2918
DOBRE,0.3274393,973,0.3968224,1265,0.0339577,2472
BORDE,0.3274393,973,0.4927103,839,0.0395171,2097
PURGA,0.3274393,973,0.5379439,632,0.0494024,1285
GIROU,0.3274019,974,0.413271,1195,0.0309617,2670
RUIVO,0.3273645,975,0.4837383,881,0.0378403,2207
VIROU,0.3273645,975,0.4250467,1144,0.0312177,2657
OUVIR,0.3273645,975,0.3016822,1557,0.0193839,3025
FONES,0.327215,976,0.6656075,149,0.05052,1193
MIGRE,0.3271402,977,0.3861682,1306,0.028487,2797
GIREM,0.3271402,977,0.5170093,724,0.0389893,2129
VIREM,0.3271028,978,0.528785,670,0.0392453,2113
FINCA,0.3270654,979,0.5142056,735,0.0473061,1479
CRIDO,0.3269533,980,0.515514,729,0.038892,2133
INSTO,0.3269159,981,0.3766355,1341,0.0299443,2723
SINTO,0.3269159,981,0.5373832,635,0.0398753,2072
NISTO,0.3269159,981,0.4702804,938,0.0375634,2229
BONES,0.3269159,981,0.6491589,186,0.0501807,1222
FACHO,0.3269159,981,0.5241121,693,0.0528133,1062
DUROS,0.3267664,982,0.5573832,537,0.0391026,2119
SURDO,0.3267664,982,0.5388785,628,0.0406518,2017
PISOU,0.3266542,983,0.3940187,1275,0.0273597,2848
BOCHA,0.3266168,984,0.5007477,802,0.052913,1058
FIRMO,0.3265421,985,0.5328972,653,0.0415158,1962
LUZIA,0.3264673,986,0.4626168,972,0.0460614,1586
PISEM,0.3263925,987,0.497757,816,0.0353874,2371
LIXAM,0.3263178,988,0.4835514,882,0.049068,1311
XUCRA,0.3261308,989,0.4282243,1130,0.0441361,1767
GALHO,0.3259065,990,0.5175701,721,0.0529792,1051
VALHO,0.3258692,991,0.5293458,667,0.0532353,1036
ERGUI,0.3257944,992,0.2635514,1604,0.0184368,3032
GERIU,0.3257944,992,0.4482243,1039,0.0350505,2396
REVIU,0.325757,993,0.3820561,1319,0.0305762,2690
VAGIU,0.325757,993,0.4056075,1229,0.0398742,2073
EXILO,0.3253084,994,0.3472897,1430,0.0312908,2654
SENTI,0.3253084,994,0.4708411,935,0.0335275,2500
TINES,0.3253084,994,0.6091589,316,0.0438773,1780
TENIS,0.3253084,994,0.584486,413,0.0421103,1920
CHEFA,0.3253084,994,0.375514,1344,0.0420414,1928
ITENS,0.3253084,994,0.3041121,1552,0.0223448,2986
ELIXO,0.3253084,994,0.3527103,1415,0.0315668,2635
FECHA,0.3253084,994,0.5100935,756,0.0522685,1101
INSTE,0.3253084,994,0.2880374,1583,0.0207108,3013
POBRE,0.325271,995,0.431028,1116,0.0347408,2421
RIFOU,0.3251963,996,0.3368224,1466,0.0262256,2887
URDES,0.3251589,997,0.4842991,878,0.0376628,2221
RUDES,0.3251589,997,0.5583178,532,0.0406248,2018
DURES,0.3251589,997,0.6170093,287,0.0449584,1693
FIRME,0.3249346,998,0.4442991,1056,0.0322824,2579
FREMI,0.3249346,998,0.32,1514,0.0213424,3003
RIFEM,0.3249346,998,0.4405607,1074,0.0342532,2447
CISNE,0.3248224,999,0.4115888,1202,0.0294986,2750
ALGOZ,0.3247477,1000,0.2728972,1599,0.0281176,2815
SUPRO,0.3245981,1001,0.4549533,1008,0.0351262,2387
SUPOR,0.3245981,1001,0.3493458,1423,0.0243666,2939
PUROS,0.3245981,1001,0.5915888,386,0.0398857,2070
PONHA,0.3242991,1002,0.5596262,528,0.0544862,945
VELHA,0.3242617,1003,0.5153271,730,0.0526905,1070
VIMOS,0.3242617,1003,0.4985047,812,0.0360786,2323
QUITA,0.3241121,1004,0.4792523,901,0.0475556,1452
BAQUE,0.3241121,1004,0.3700935,1362,0.0419392,1935
SUMIR,0.3239626,1005,0.3601869,1389,0.0231188,2972
INFLA,0.3238505,1006,0.2921495,1577,0.0360218,2327
FINAL,0.3238505,1006,0.4979439,815,0.0474346,1463
LINFA,0.3238505,1006,0.4657944,958,0.0464699,1552
JUSTA,0.3237757,1007,0.4628037,971,0.0451527,1668
SOQUE,0.3237757,1007,0.3680374,1366,0.0338537,2478
FALHO,0.3237009,1008,0.5459813,594,0.0534532,1021
FOLHA,0.3237009,1008,0.5390654,627,0.0538921,986
MINHA,0.3236636,1009,0.4964486,822,0.0477764,1432
QUICA,0.3236262,1010,0.444486,1055,0.0461228,1580
FERIU,0.3235888,1011,0.4766355,912,0.0355245,2360
FUGIA,0.3235888,1011,0.5061682,775,0.0463322,1560
OBVIE,0.3235888,1011,0.2547664,1609,0.0209714,3009
FUREI,0.3235888,1011,0.5327103,654,0.0377284,2217
RUFEI,0.3235888,1011,0.4278505,1132,0.0325184,2563
COZES,0.323514,1012,0.6280374,247,0.0506404,1181
BOLHA,0.3234019,1013,0.5226168,700,0.0535529,1015
CUJAS,0.3232897,1014,0.6306542,236,0.0569386,762
TRENS,0.3232523,1015,0.4136449,1193,0.0290757,2772
NOTEM,0.3232523,1015,0.486729,867,0.0395872,2093
ONTEM,0.3232523,1015,0.351028,1418,0.0254307,2911
MONTE,0.3232523,1015,0.4936449,834,0.0364726,2302
SUPER,0.3229907,1016,0.408972,1214,0.0302224,2710
REPUS,0.3229907,1016,0.4691589,943,0.0371469,2257
TIDOS,0.3229907,1016,0.5028037,792,0.0363882,2308
DITOS,0.3229907,1016,0.5037383,788,0.0363731,2309
DISTO,0.3229907,1016,0.4902804,852,0.0380294,2188
SUPRE,0.3229907,1016,0.3663551,1372,0.0258927,2897
PUSER,0.3229907,1016,0.4557009,1004,0.0312071,2658
BODES,0.3229907,1016,0.6024299,340,0.0485475,1370
PERUS,0.3229907,1016,0.5749533,453,0.0426778,1877
OUVIS,0.3229159,1017,0.4398131,1077,0.0291962,2764
UIVOS,0.3229159,1017,0.4476636,1041,0.0342289,2451
UNTAM,0.3229159,1017,0.4050467,1230,0.0418439,1942
VISOU,0.3229159,1017,0.3676636,1367,0.0264955,2878
VISEM,0.3226542,1018,0.4714019,934,0.0345231,2432
DISCO,0.3225047,1019,0.455514,1005,0.0365966,2297
SEXTO,0.3225047,1019,0.5080374,766,0.0440532,1771
REDIL,0.3221308,1020,0.3618692,1384,0.0294645,2752
LIDER,0.3221308,1020,0.4128972,1197,0.031785,2621
FALHE,0.3220935,1021,0.4573832,995,0.0442198,1758
FERVO,0.3218318,1022,0.5684112,484,0.0473458,1476
FREVO,0.3218318,1022,0.4220561,1156,0.0335202,2502
POLIR,0.3215701,1023,0.4588785,988,0.0328329,2542
GRITO,0.3215701,1023,0.4781308,906,0.0372875,2250
TRIGO,0.3215701,1023,0.4534579,1014,0.0365607,2298
VERBO,0.3215327,1024,0.542243,612,0.0468835,1515
OLHES,0.3214579,1025,0.4069159,1223,0.0332968,2520
DISTE,0.3213832,1026,0.4016822,1246,0.028796,2787
DITES,0.3213832,1026,0.5633645,509,0.0422289,1911
SEGUI,0.3213458,1027,0.3764486,1342,0.029824,2730
GUIES,0.3213458,1027,0.5818692,423,0.042394,1900
UIVES,0.3213084,1028,0.5072897,770,0.0400847,2056
ZUNIA,0.3211589,1029,0.4934579,835,0.0469039,1513
BUFAI,0.3210841,1030,0.4760748,913,0.0467491,1530
CRIVO,0.3210467,1031,0.493271,836,0.0381317,2180
TECLO,0.3208972,1032,0.4891589,858,0.0414331,1970
DESCI,0.3208972,1032,0.388972,1295,0.0302488,2708
TIPOS,0.3208224,1033,0.4899065,854,0.0359741,2331
GANHO,0.3205981,1034,0.5284112,671,0.052927,1056
HONRE,0.3205981,1034,0.4250467,1144,0.035117,2389
CULTA,0.3205607,1035,0.5609346,522,0.0471766,1489
PICOS,0.3203364,1036,0.5330841,652,0.0369327,2273
PISCO,0.3203364,1036,0.4897196,855,0.0373797,2245
CIPOS,0.3203364,1036,0.5297196,665,0.037546,2231
LUZAS,0.3199626,1037,0.5809346,428,0.0547296,929
GRITE,0.3199626,1037,0.3895327,1292,0.0280541,2817
TIGRE,0.3199626,1037,0.3831776,1315,0.0279078,2824
TIVER,0.3199252,1038,0.4128972,1197,0.0319539,2607
VERTI,0.3199252,1038,0.488972,859,0.0363227,2310
JAZEM,0.3197009,1039,0.4536449,1013,0.0488368,1334
VESGO,0.3195888,1040,0.4943925,832,0.0424066,1897
ZANGO,0.3194393,1041,0.5013084,800,0.0524862,1085
CRIVE,0.3194393,1041,0.4046729,1232,0.0288983,2783
FRITO,0.3193645,1042,0.5065421,773,0.0377615,2215
DOTEM,0.3193271,1043,0.506729,772,0.0400532,2059
SURGE,0.3192897,1044,0.4280374,1131,0.030659,2684
LIDOS,0.3192897,1044,0.4914019,846,0.0357414,2347
OUVEM,0.3192523,1045,0.4007477,1250,0.0278038,2828
MOVEU,0.3192523,1045,0.453271,1015,0.0379979,2193
BRITO,0.3190654,1046,0.4900935,853,0.0374222,2241
TRIBO,0.3190654,1046,0.4439252,1058,0.0363154,2311
BUFAR,0.319028,1047,0.446729,1045,0.0443036,1749
GANHE,0.3189907,1048,0.4398131,1077,0.0436936,1799
VENHA,0.3189533,1049,0.5261682,682,0.0526383,1075
CIFRO,0.3188785,1050,0.4884112,861,0.0381679,2177
FUROS,0.3186916,1051,0.5818692,423,0.0392394,2114
COBRI,0.3185794,1052,0.4338318,1103,0.0328929,2539
RINDO,0.3184299,1053,0.5114019,749,0.0384624,2158
JAZEU,0.3183551,1054,0.4095327,1211,0.046665,1542
BANHO,0.3180935,1055,0.5403738,620,0.0530617,1047
DUETO,0.3179813,1056,0.4680374,948,0.0342985,2446
GRILO,0.3178692,1057,0.4278505,1132,0.0351652,2383
LIVRO,0.3178318,1058,0.4474766,1042,0.0362109,2318
FRITE,0.317757,1059,0.4179439,1175,0.0285281,2796
LIDES,0.3176822,1060,0.551028,568,0.0415972,1955
EDUCO,0.3174953,1061,0.3186916,1517,0.0270769,2859
FOGES,0.3174206,1062,0.6203738,274,0.0486924,1351
JUDIA,0.3173458,1063,0.4500935,1031,0.0452973,1655
CIFRE,0.317271,1064,0.3998131,1254,0.0289345,2778
DUZIA,0.3172336,1065,0.4560748,1002,0.045424,1643
TEMPO,0.3171589,1066,0.4749533,919,0.0410577,1990
OPTEM,0.3171589,1066,0.3351402,1471,0.0248609,2925
TOPEM,0.3171589,1066,0.4928972,838,0.0396542,2087
POLIS,0.3171215,1067,0.5970093,364,0.0426451,1881
FUGAS,0.3170841,1068,0.624486,260,0.0550004,911
VISTO,0.3170841,1068,0.4981308,814,0.0379483,2195
RUFES,0.3170841,1068,0.5366355,637,0.0398852,2071
FURES,0.3170841,1068,0.6414953,204,0.0450952,1676
BANJO,0.3170467,1069,0.5293458,667,0.0529553,1053
DIGNA,0.3168224,1070,0.4314019,1114,0.0446211,1717
RENDI,0.3168224,1070,0.4448598,1053,0.0321146,2593
MUITO,0.316785,1071,0.5269159,679,0.038054,2186
VINDA,0.316785,1071,0.5080374,766,0.0469322,1511
HERDO,0.3166729,1072,0.5308411,661,0.046845,1519
BANHE,0.316486,1073,0.4517757,1022,0.0438283,1785
TINHA,0.316486,1073,0.4934579,835,0.0471972,1486
GRILE,0.3162617,1074,0.3392523,1459,0.0259317,2895
LIVRE,0.3162243,1075,0.3588785,1394,0.0269774,2861
SONHE,0.3161495,1076,0.4497196,1033,0.0357429,2346
DEIXO,0.3160748,1077,0.4942056,833,0.0444881,1729
OXIDE,0.3160748,1077,0.2790654,1592,0.0220705,2991
CHINA,0.316,1078,0.4308411,1117,0.0445498,1723
INCHA,0.316,1078,0.3291589,1491,0.0372402,2251
UNHAS,0.3158131,1079,0.4594393,985,0.0495127,1277
FLORI,0.3156636,1080,0.2699065,1601,0.0167805,3046
MOLDE,0.3156262,1081,0.4585047,990,0.034936,2406
CONTE,0.3155888,1082,0.5304673,663,0.0374653,2239
CENTO,0.3155888,1082,0.6119626,304,0.045715,1621
VESTI,0.3154766,1083,0.4315888,1113,0.0316005,2630
VISTE,0.3154766,1083,0.4095327,1211,0.0287149,2791
TINJA,0.3154393,1084,0.4824299,887,0.0470908,1496
BENZA,0.3153271,1085,0.5102804,755,0.0523716,1094
OCUPE,0.3153271,1085,0.2039252,1627,0.0164231,3052
PECOU,0.3153271,1085,0.4252336,1143,0.0316016,2629
QUINA,0.3151028,1086,0.4314019,1114,0.0454022,1648
NOZES,0.3149907,1087,0.5502804,572,0.0473183,1478
CINJA,0.3149533,1088,0.522243,701,0.0486627,1354
CINZA,0.3148411,1089,0.5171963,723,0.0486238,1359
TUMOR,0.314729,1090,0.36,1390,0.0232978,2967
CIUME,0.3146916,1091,0.3992523,1257,0.027613,2834
PINGA,0.3146542,1092,0.5121495,745,0.0470371,1501
ZUNAS,0.3146542,1092,0.6117757,305,0.0555721,870
FINDA,0.3146168,1093,0.5246729,690,0.0471501,1492
BUFAS,0.3145794,1094,0.5848598,412,0.0541158,966
FISCO,0.3144299,1095,0.48,897,0.0367334,2288
DUELO,0.3142804,1096,0.417757,1176,0.0321761,2590
BICOS,0.3141308,1097,0.5069159,771,0.0359471,2334
RIFLE,0.3140561,1098,0.3284112,1493,0.0263227,2884
EXPIO,0.3139065,1099,0.3457944,1435,0.0306484,2685
PUXAI,0.3135701,1100,0.4985047,812,0.0474789,1459
NEXOS,0.3134953,1101,0.482243,888,0.0404492,2031
VOTEM,0.3134206,1102,0.5145794,734,0.0399721,2065
SILVO,0.3133832,1103,0.48,897,0.0375785,2228
PREZO,0.3133458,1104,0.413271,1195,0.0336812,2487
FITES,0.3133084,1105,0.5878505,401,0.0423657,1903
PLUMA,0.3131215,1106,0.3884112,1297,0.0390663,2123
PULAM,0.3131215,1106,0.5620561,516,0.0475607,1450
LIMOU,0.3130841,1107,0.3465421,1433,0.0246595,2931
LINHA,0.312785,1108,0.4820561,889,0.0465504,1548
CUREM,0.3126355,1109,0.5682243,485,0.0378487,2205
TONEL,0.3123738,1110,0.4768224,911,0.0379402,2196
LENTO,0.3123738,1110,0.5607477,523,0.0434963,1815
PELOU,0.3121121,1111,0.4471028,1044,0.0322415,2584
GUETO,0.3121121,1111,0.4641121,965,0.0339612,2471
VETOU,0.3120748,1112,0.4037383,1236,0.0309608,2671
LENCO,0.3118879,1113,0.5259813,683,0.0420635,1923
CLONE,0.3118879,1113,0.2884112,1582,0.0196351,3023
EXPOR,0.3118505,1114,0.2149533,1623,0.0177663,3040
PINOS,0.3118131,1115,0.5657944,497,0.0375204,2234
SILVE,0.3117757,1116,0.3914019,1283,0.0283451,2801
GOZEI,0.3117009,1117,0.4575701,994,0.0400803,2057
CEGOU,0.3116262,1118,0.4362617,1093,0.0324347,2569
COUVE,0.3115888,1119,0.4418692,1069,0.0344266,2438
PUXAR,0.311514,1120,0.4691589,943,0.0450335,1688
JUREI,0.3114766,1121,0.4781308,906,0.0364992,2301
DAQUI,0.3111776,1122,0.3413084,1451,0.0382208,2175
OBTEM,0.3109533,1123,0.3340187,1473,0.0247719,2929
