palavra_1,palavra_2,palavra_3,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
CLIPS,JUNTO,MERDA,0.8936075,21,1.4994393,77,0.1198372,49
CLIPS,RUJAM,TENDO,0.8936075,21,1.4669159,166,0.1174984,129
CLIPS,JUNTO,MEDRA,0.8936075,21,1.4284112,315,0.1147257,329
CLIPS,TENDO,URJAM,0.8936075,21,1.3928972,466,0.1145365,344
CLIPS,JUNTE,RODAM,0.8936075,21,1.3872897,489,0.1094363,902
CLIPS,JURAM,TENDO,0.8936075,21,1.5211215,35,0.121715,11
CLIPS,MUNDO,TRAJE,0.8936075,21,1.2485981,1022,0.088149,2046
CLIPS,JUNTE,MORDA,0.8936075,21,1.4179439,354,0.1115874,635
ARDEM,CLIPS,JUNTO,0.8936075,21,1.3676636,576,0.1011638,1717
CLIPS,JUNTA,ORDEM,0.8936075,21,1.3005607,853,0.0997202,1776
CLIPS,JUNTA,MORDE,0.8936075,21,1.4179439,354,0.1115874,635
CLIPS,JUNTA,MEDRO,0.8936075,21,1.4284112,315,0.1147257,329
CLIPS,JANTO,URDEM,0.8936075,21,1.3573832,623,0.1093866,909
CLIPS,JUNTA,RODEM,0.8936075,21,1.424486,330,0.1127874,508
CLIPS,DOTAR,ZUNEM,0.8934953,22,1.408785,394,0.1126417,521
CLIPS,MUDEZ,TORNA,0.8934953,22,1.3747664,546,0.11339,462
CLIPS,MUNDO,TRAZE,0.8934953,22,1.2435514,1037,0.0881101,2050
CLIPS,MONTA,REDUZ,0.8934953,22,1.3164486,795,0.1084952,1033
CLIPS,NOTAM,REDUZ,0.8934953,22,1.2723364,952,0.1082587,1072
CLIPS,NUDEZ,TOMAR,0.8934953,22,1.2975701,863,0.108548,1023
CLIPS,MANTO,REDUZ,0.8934953,22,1.3233645,764,0.1080563,1091
CLIPS,MUDEZ,NOTAR,0.8934953,22,1.3136449,808,0.1093406,917
CLIPS,DURMO,TENAZ,0.8934953,22,1.4534579,218,0.1188393,80
CLIPS,MORTA,NUDEZ,0.8934953,22,1.3846729,503,0.1137933,421
CLIPS,TARDO,ZUNEM,0.8934953,22,1.4803738,127,0.1163509,196
ANTRO,CLIPS,MUDEZ,0.8934953,22,1.2396262,1047,0.0956491,1881
BUFEM,CLIPS,DOTAR,0.8934206,23,1.3818692,514,0.1111855,681
BUFAR,CLIPS,DOTEM,0.8934206,23,1.3818692,514,0.1111855,681
CLIPS,FEDAM,TURBO,0.8934206,23,1.4971963,82,0.1203063,38
CLIPS,FEDOR,TUMBA,0.8934206,23,1.2773832,937,0.1014451,1704
BUFEM,CLIPS,TARDO,0.8934206,23,1.4534579,218,0.1148947,306
BRUTO,CLIPS,FEDAM,0.8934206,23,1.4411215,262,0.1154584,258
COXIM,DUPLA,TRENS,0.892,24,1.2704673,954,0.1012459,1711
CLIPS,EXTRA,MUNDO,0.892,24,1.2914019,888,0.1015805,1696
CLIPS,FOGEM,TURVA,0.8900187,25,1.4639252,175,0.1154578,259
CLIPS,FRUTO,VAGEM,0.8900187,25,1.4050467,411,0.1100479,818
CLIPS,FURTO,VAGEM,0.8900187,25,1.5072897,58,0.1160027,217
CLIPS,TURBO,VAGEM,0.8897196,26,1.4446729,249,0.1145566,343
BRUTO,CLIPS,VAGEM,0.8897196,26,1.3885981,483,0.1097087,863
CLIPS,GABEM,TURVO,0.8897196,26,1.4241121,331,0.1140889,389
BURGO,CLIPS,VETAM,0.8897196,26,1.4990654,78,0.1201161,43
ADVIM,PLUGO,TRENS,0.8895701,27,1.0994393,1253,0.0831795,2151
PUDIM,TRENS,VOGAL,0.8895701,27,1.2938318,878,0.1011249,1719
CLIPS,DUNGA,MOVER,0.8890841,28,1.3616822,603,0.109072,957
CLIPS,DROGA,NUVEM,0.8890841,28,1.2127103,1114,0.0962693,1869
CLIPS,GRUDO,NEVAM,0.8890841,28,1.348972,655,0.1126542,520
CLIPS,MUNDO,VERGA,0.8890841,28,1.4908411,101,0.1185003,86
CLIPS,GRAVE,MUNDO,0.8890841,28,1.2401869,1045,0.0869741,2076
CLIPS,RUGAM,VENDO,0.8890841,28,1.4839252,116,0.1169142,147
CLIPS,GORDA,NUVEM,0.8890841,28,1.4069159,402,0.1137104,433
CLIPS,DRAGO,NUVEM,0.8890841,28,1.231215,1067,0.0902687,2006
CHIAM,PLUGO,TRENS,0.888785,29,1.2850467,911,0.1037772,1525
ALGUM,PICHO,TRENS,0.888785,29,1.1633645,1205,0.0865883,2081
CLIPS,HORTA,UNGEM,0.888785,29,1.3269159,749,0.1107443,738
CLIPS,HUMOR,TANGE,0.888785,29,1.1992523,1140,0.0933739,1946
CLIPS,GANHE,TUMOR,0.888785,29,1.2282243,1075,0.09382,1927
CUPIM,GALHO,TRENS,0.888785,29,1.3360748,708,0.1025837,1634
CLIPS,RUGAM,TENHO,0.888785,29,1.4693458,158,0.1171792,137
CHUPO,LIGAM,TRENS,0.888785,29,1.2863551,904,0.1054289,1388
CLIPS,TUMOR,VENHA,0.8887477,30,1.3145794,804,0.1027647,1616
CLIPS,HUMOR,VENTA,0.8887477,30,1.3102804,822,0.1030454,1595
CUPIM,TRENS,VALHO,0.8887477,30,1.3478505,659,0.1028398,1608
DUCHA,FILMO,TRENS,0.8887477,30,1.3317757,729,0.1049361,1431
CLIPS,HORTA,NUVEM,0.8887477,30,1.3998131,433,0.1145121,350
CHOVI,PULAM,TRENS,0.8887477,30,1.2250467,1086,0.0911848,1991
CHOVI,PLUMA,TRENS,0.8887477,30,1.0514019,1275,0.0826904,2158
CLIPS,TURMA,VENHO,0.8887477,30,1.4704673,153,0.1177963,116
CHUVA,LIMPO,TRENS,0.8887477,30,1.2194393,1099,0.1018728,1678
BRINS,DUCHA,MOTEL,0.8884486,31,1.3259813,754,0.108628,1011
BUCHO,LIDAM,TRENS,0.8884486,31,1.3499065,651,0.1073784,1174
BRINS,CHUTA,MOLDE,0.8884486,31,1.3317757,729,0.1059589,1339
BRINS,CHUTE,MOLDA,0.8884486,31,1.3317757,729,0.1059589,1339
CHIAM,DUBLO,TRENS,0.8884486,31,1.3041121,841,0.1055487,1378
BRINS,DUCHA,LOTEM,0.8884486,31,1.3872897,489,0.1111634,688
DUCHA,LIMBO,TRENS,0.8884486,31,1.2669159,965,0.103586,1544
CLIPS,JUNTE,MAGRO,0.8877383,32,1.3553271,632,0.1058427,1354
CLIPS,JOGAM,TURNE,0.8877383,32,1.3708411,562,0.1110731,704
CAPIM,JULGO,TRENS,0.8877383,32,1.3123364,813,0.1021694,1661
CLIPS,JOGAM,NUTRE,0.8877383,32,1.3042991,840,0.1060451,1325
CLIPS,JUNTA,ORGEM,0.8877383,32,1.3020561,847,0.0995259,1780
JULGO,PICAM,TRENS,0.8877383,32,1.377757,532,0.1086607,1006
CLIPS,TRAJO,UNGEM,0.8877383,32,1.1628037,1206,0.0873378,2068
CLIPS,JUNTA,ROGEM,0.8877383,32,1.4259813,324,0.1125931,527
CLIPS,JOGAR,UNTEM,0.8877383,32,1.2611215,982,0.1063235,1292
CLIPS,GERAM,JUNTO,0.8877383,32,1.5235514,32,0.1216825,13
CLIPS,JORGE,UNTAM,0.8877383,32,1.2657944,970,0.1065403,1277
CLIPS,ERGAM,JUNTO,0.8877383,32,1.3590654,616,0.1059285,1347
CLIPS,GOREM,JUNTA,0.8877383,32,1.4792523,131,0.1167839,157
CLIPS,JUNTE,ROGAM,0.8877383,32,1.388785,482,0.1092419,928
CLIPS,JUNTO,REGAM,0.8877383,32,1.4702804,154,0.1174917,130
CLIPS,JUREM,TANGO,0.8877383,32,1.4614953,187,0.1156182,242
CLIPS,GORAM,JUNTE,0.8877383,32,1.4420561,258,0.1134327,460
CLIPS,MONJA,TURVE,0.8877009,33,1.3837383,507,0.1104083,777
CLIPS,JUNTO,VAREM,0.8877009,33,1.4979439,80,0.116601,173
CLIPS,JUNTA,MOVER,0.8877009,33,1.3781308,530,0.1103277,788
CLIPS,JURAM,VENTO,0.8877009,33,1.5353271,19,0.1219385,7
CLIPS,JOVEM,UNTAR,0.8877009,33,1.2482243,1024,0.1060399,1327
CLIPS,JOVEM,NUTRA,0.8877009,33,1.3285981,743,0.1091127,950
CLIPS,MANJE,TURVO,0.8877009,33,1.3906542,474,0.1099694,833
CLIPS,RUJAM,VENTO,0.8877009,33,1.4811215,124,0.1177219,120
CLIPS,NUVEM,TRAJO,0.8877009,33,1.2357009,1059,0.0911055,1993
CLIPS,MANJO,TURVE,0.8877009,33,1.3906542,474,0.1099694,833
CLIPS,NUTRO,VEJAM,0.8877009,33,1.3966355,447,0.1145251,345
CLIPS,URJAM,VENTO,0.8877009,33,1.4071028,401,0.11476,325
CLIPS,TURNO,VEJAM,0.8877009,33,1.4631776,179,0.1195531,56
ALGOZ,CUPIM,TRENS,0.8876262,34,1.0914019,1262,0.0777221,2177
CLIPS,GOZAM,TURNE,0.8876262,34,1.3714019,560,0.111057,707
CLIPS,GRATO,ZUNEM,0.8876262,34,1.3185047,787,0.0937378,1932
CLIPS,GOZAR,UNTEM,0.8876262,34,1.2616822,979,0.1063074,1294
CLIPS,GOZEM,NUTRA,0.8876262,34,1.3420561,683,0.1093801,911
CLIPS,TRAGO,ZUNEM,0.8876262,34,1.2938318,878,0.093011,1953
CLIPS,GOZEM,UNTAR,0.8876262,34,1.2616822,979,0.1063074,1294
CLIPS,GOZAM,NUTRE,0.8876262,34,1.3048598,838,0.106029,1330
CLIPS,NUTRO,VAZEM,0.8875888,35,1.3607477,607,0.1091973,938
CLIPS,UNTEM,VORAZ,0.8875888,35,1.3293458,739,0.1115236,644
CLIPS,TURNO,VAZEM,0.8875888,35,1.4272897,318,0.1142253,375
CLIPS,TRAVO,ZUNEM,0.8875888,35,1.2938318,878,0.0930101,1954
CLIPS,VOTAR,ZUNEM,0.8875888,35,1.4166355,361,0.1125606,534
CLIPS,TREVO,ZUNAM,0.8875888,35,1.3491589,654,0.1071026,1213
CLIPS,TROVA,ZUNEM,0.8875888,35,1.2753271,944,0.0990106,1801
CLIPS,VETOR,ZUNAM,0.8875888,35,1.3499065,651,0.1057211,1363
CLIPS,VERTO,ZUNAM,0.8875888,35,1.5319626,21,0.121912,8
CLIPS,FRUTO,GABEM,0.8875514,36,1.3749533,545,0.1093358,918
BUFEM,CLIPS,GRATO,0.8875514,36,1.2915888,887,0.0922815,1972
BRUTA,CLIPS,FOGEM,0.8875514,36,1.3983178,440,0.1103655,780
CLIPS,FURTO,GABEM,0.8875514,36,1.4771963,138,0.1152906,269
CLIPS,FOGEM,TURBA,0.8875514,36,1.4543925,213,0.1152134,279
BUFEM,CLIPS,TRAGO,0.8875514,36,1.2669159,965,0.0915547,1985
BUFEM,CLIPS,TROVA,0.887514,37,1.2484112,1023,0.0975543,1842
BUFAM,CLIPS,VETOR,0.887514,37,1.3229907,766,0.1042648,1494
BUFAR,CLIPS,VOTEM,0.887514,37,1.3897196,478,0.1111043,696
BUFAM,CLIPS,TREVO,0.887514,37,1.322243,770,0.1056463,1367
CLIPS,FERVO,TUMBA,0.887514,37,1.4317757,301,0.1165558,178
BUFEM,CLIPS,TRAVO,0.887514,37,1.2669159,965,0.0915538,1986
CLIPS,FREVO,TUMBA,0.887514,37,1.2854206,909,0.1027302,1618
BUFEM,CLIPS,VOTAR,0.887514,37,1.3897196,478,0.1111043,696
BUFAM,CLIPS,VERTO,0.887514,37,1.5050467,63,0.1204557,35
FULGI,PODAM,TRENS,0.8874019,38,1.3588785,617,0.1034802,1557
DOPAM,FULGI,TRENS,0.8874019,38,1.3117757,816,0.1022829,1652
FOLGA,PUDIM,TRENS,0.8874019,38,1.3493458,653,0.1021788,1659
FLAVO,PUDIM,TRENS,0.8873645,39,1.184486,1170,0.0804484,2171
BRINS,MUDEZ,TALCO,0.8872897,40,1.3609346,606,0.1096775,870
CALDO,TRENS,ZUMBI,0.8872897,40,1.2786916,933,0.1006229,1739
BRINS,DATEM,PLUGO,0.8871028,41,1.3364486,706,0.1071864,1204
BRINS,DOTEM,PLUGA,0.8871028,41,1.3295327,738,0.1076253,1138
BRINS,DOTEM,PULGA,0.8871028,41,1.4392523,272,0.11229,563
BRINS,DUPLO,VETAM,0.8870654,42,1.4046729,412,0.1144505,356
BRINS,DUPLA,VOTEM,0.8870654,42,1.3603738,609,0.1095519,883
CLIPS,DERAM,FUNGO,0.8869159,43,1.535514,18,0.1209007,21
CLIPS,FUNGA,RODEM,0.8869159,43,1.4325234,298,0.1116685,622
CLIPS,DORME,FUNGA,0.8869159,43,1.3900935,477,0.1088213,988
CLIPS,DUNGA,FORME,0.8869159,43,1.3900935,477,0.1088213,988
CLIPS,FUNGA,ORDEM,0.8869159,43,1.3085981,827,0.0986013,1815
CLIPS,DUNGA,FOREM,0.8869159,43,1.491215,100,0.1160022,218
CLIPS,FUNDE,GORAM,0.8869159,43,1.4723364,148,0.1130731,485
CLIPS,FUNDE,ROGAM,0.8869159,43,1.4190654,351,0.1088823,981
CLIPS,DAREM,FUNGO,0.8869159,43,1.4981308,79,0.1155632,249
CLIPS,FUNDO,GERAM,0.8869159,43,1.5538318,8,0.1213229,16
CLIPS,FUNDO,REGAM,0.8869159,43,1.5005607,74,0.1171321,143
CLIPS,GARFE,MUNDO,0.8869159,43,1.3857944,497,0.1091342,947
CLIPS,FUNGA,MEDRO,0.8869159,43,1.4364486,284,0.1136068,447
CLIPS,FUNGA,MORDE,0.8869159,43,1.4259813,324,0.1104685,767
CLIPS,FUNDE,MAGRO,0.8869159,43,1.3856075,498,0.1054831,1384
CLIPS,FARDO,UNGEM,0.8869159,43,1.3693458,567,0.1099777,830
CLIPS,FUNGO,MEDRA,0.8869159,43,1.4364486,284,0.1136068,447
CLIPS,FUNDA,ORGEM,0.8869159,43,1.3323364,726,0.0991663,1792
CLIPS,FENDO,RUGAM,0.8869159,43,1.5005607,74,0.1171321,143
CLIPS,FUNDA,GOREM,0.8869159,43,1.5095327,51,0.1164243,185
CLIPS,ERGAM,FUNDO,0.8869159,43,1.3893458,480,0.1055689,1375
CLIPS,FUNDA,ROGEM,0.8869159,43,1.4562617,204,0.1122335,568
CLIPS,FUNGO,MERDA,0.8869159,43,1.5074766,57,0.1187182,83
ARDEM,CLIPS,FUNGO,0.8869159,43,1.3757009,542,0.1000449,1758
CLIPS,DERMO,FUNGA,0.8869159,43,1.4715888,151,0.1170711,145
CLIPS,GRAFE,MUNDO,0.8869159,43,1.2214953,1096,0.0865536,2082
CLIPS,FERVA,MUNDO,0.8868785,44,1.5074766,57,0.1187173,84
CLIPS,FUNDO,VAREM,0.8868785,44,1.5282243,23,0.1162414,202
CLIPS,RUFAM,VENDO,0.8868785,44,1.4607477,191,0.1163689,191
CLIPS,FARDO,NUVEM,0.8868785,44,1.442243,257,0.1137455,429
CLIPS,FORUM,VENDA,0.8868785,44,1.4450467,248,0.1136166,446
CLIPS,FUMAR,VENDO,0.8868785,44,1.4568224,203,0.1144557,355
CLIPS,FUNDA,MOVER,0.8868785,44,1.4084112,395,0.1099681,836
CLIPS,FRUAM,VENDO,0.8868785,44,1.4633645,178,0.1156242,241
CLIPS,FURAM,VENDO,0.8868785,44,1.5656075,5,0.1215789,14
BURGO,CLIPS,MANDE,0.8866168,45,1.4164486,362,0.1096903,868
BURGO,CLIPS,NADEM,0.8866168,45,1.4149533,369,0.1131248,483
BANEM,CLIPS,GRUDO,0.8866168,45,1.397757,442,0.1096914,867
BURGO,CLIPS,DANEM,0.8866168,45,1.4816822,121,0.115224,278
BUNDO,CLIPS,REGAM,0.8866168,45,1.4841121,115,0.1167928,155
BRINS,CEGAM,DUPLO,0.8866168,45,1.4371963,280,0.1159244,221
BUNDO,CLIPS,ERGAM,0.8866168,45,1.3728972,554,0.1052296,1400
BUNDE,CLIPS,ROGAM,0.8866168,45,1.4026168,421,0.1085431,1024
BUNDE,CLIPS,MAGRO,0.8866168,45,1.3691589,568,0.1051439,1413
BUNDE,CLIPS,GORAM,0.8866168,45,1.4558879,206,0.1127339,517
BRINS,CEDAM,PLUGO,0.8866168,45,1.4127103,378,0.114111,388
BRINS,CULPE,DOGMA,0.8866168,45,1.3345794,716,0.1055591,1376
BUNDA,CLIPS,ROGEM,0.8866168,45,1.4398131,269,0.1118942,605
BUNDA,CLIPS,ORGEM,0.8866168,45,1.3158879,798,0.098827,1806
BUNDO,CLIPS,GERAM,0.8866168,45,1.5373832,17,0.1209836,18
BARDO,CLIPS,UNGEM,0.8866168,45,1.3528972,641,0.1096385,873
BONDE,CLIPS,RUGAM,0.8866168,45,1.4026168,421,0.1085431,1024
BUNDA,CLIPS,GOREM,0.8866168,45,1.4930841,95,0.116085,209
BRADO,CLIPS,UNGEM,0.8866168,45,1.1885981,1163,0.0870578,2074
CLIPS,DOBRA,UNGEM,0.8866168,45,1.2500935,1016,0.104518,1478
BORDA,CLIPS,UNGEM,0.8866168,45,1.3459813,667,0.1100774,812
ANDEM,BURGO,CLIPS,0.8866168,45,1.3394393,694,0.1008507,1732
BRINS,PULEM,VODCA,0.8865794,46,1.44,268,0.1118552,606
CLIPS,FUMAR,TENHO,0.8865794,46,1.442243,257,0.1147207,330
CHUPA,FILMO,TRENS,0.8865794,46,1.2747664,946,0.1029784,1597
FLUAM,PICHO,TRENS,0.8865794,46,1.3201869,780,0.1048842,1438
BORDA,CLIPS,NUVEM,0.8865794,46,1.4188785,352,0.1138451,414
FICHO,PULAM,TRENS,0.8865794,46,1.4299065,309,0.1095489,886
FUCAM,PILHO,TRENS,0.8865794,46,1.4299065,309,0.1095489,886
ADVEM,BRINS,CULPO,0.8865794,46,1.3185047,787,0.0987364,1810
BRUMA,CLIPS,VENDO,0.8865794,46,1.3829907,511,0.1114553,649
CLIPS,FURAM,TENHO,0.8865794,46,1.551028,10,0.1218439,9
CUPIM,FALHO,TRENS,0.8865794,46,1.364486,590,0.1030577,1593
BRINS,CAVEM,DUPLO,0.8865794,46,1.3869159,491,0.1103034,791
CUPIM,FOLHA,TRENS,0.8865794,46,1.3575701,622,0.1034966,1555
CLIPS,FORUM,TENHA,0.8865794,46,1.4304673,306,0.1138816,408
BRADO,CLIPS,NUVEM,0.8865794,46,1.2614953,980,0.0908256,1999
CUPOM,FILHA,TRENS,0.8865794,46,1.315514,800,0.0984241,1821
BUNDO,CLIPS,VAREM,0.8865794,46,1.5117757,48,0.1159022,223
FICHO,PLUMA,TRENS,0.8865794,46,1.2562617,999,0.1010545,1723
CHUPO,FILAM,TRENS,0.8865794,46,1.3386916,697,0.1068081,1249
CLIPS,FRUAM,TENHO,0.8865794,46,1.448785,237,0.1158892,225
CHUPO,FILMA,TRENS,0.8865794,46,1.2747664,946,0.1029784,1597
BRINS,CULPO,VEDAM,0.8865794,46,1.4863551,110,0.1177517,118
CLIPS,RUFAM,TENHO,0.8865794,46,1.4461682,245,0.1166339,171
BUNDA,CLIPS,MOVER,0.8865794,46,1.3919626,469,0.1096289,876
CLIPS,DOBRA,NUVEM,0.8865794,46,1.3229907,766,0.1082858,1064
BRINS,CULPO,DEVAM,0.8865794,46,1.4671028,165,0.117355,132
CLIPS,MUNDO,VERBA,0.8865794,46,1.4813084,123,0.118255,92
BARDO,CLIPS,NUVEM,0.8865794,46,1.4257944,325,0.1134062,461
BANHE,CLIPS,TUMOR,0.8862804,47,1.2401869,1045,0.0939547,1924
BRINS,PULEM,TACHO,0.8862804,47,1.4568224,203,0.1125708,533
BUCHO,LIMPA,TRENS,0.8862804,47,1.2747664,946,0.1034692,1559
BRINS,CHUTO,PELAM,0.8862804,47,1.475514,140,0.1171742,138
BUCHA,LIMPO,TRENS,0.8862804,47,1.2747664,946,0.1034692,1559
CLIPS,HONRE,TUMBA,0.8862804,47,1.2884112,898,0.104327,1489
BRINS,CUPOM,TELHA,0.8862804,47,1.3798131,522,0.1067835,1254
BRINS,CHUPA,LOTEM,0.8862804,47,1.3302804,737,0.1092057,936
ALBUM,PICHO,TRENS,0.8862804,47,1.1450467,1226,0.0861323,2096
BULAM,PICHO,TRENS,0.8862804,47,1.4134579,374,0.1092096,934
CUPOM,HABIL,TRENS,0.8862804,47,1.1388785,1235,0.0891075,2031
BRINS,CHUPA,MOTEL,0.8862804,47,1.268972,959,0.1066703,1262
BRINS,CHUTE,PALMO,0.8862804,47,1.3370093,703,0.1046559,1464
BRINS,CUPOM,TALHE,0.8862804,47,1.3052336,837,0.0980948,1829
BRUMA,CLIPS,TENHO,0.8862804,47,1.3684112,572,0.1117202,619
CHUPO,LAMBI,TRENS,0.8862804,47,1.1573832,1213,0.0958252,1878
CHUPA,LIMBO,TRENS,0.8862804,47,1.2099065,1124,0.1016283,1692
BOLHA,CUPIM,TRENS,0.8862804,47,1.3411215,687,0.1031573,1585
AMPLO,BRINS,CHUTE,0.8862804,47,1.1323364,1243,0.087991,2054
BRINS,PULEM,TOCHA,0.8862804,47,1.4499065,231,0.1130097,491
BENTA,CLIPS,HUMOR,0.8862804,47,1.3104673,821,0.102924,1601
BRINS,CHUPE,LOTAM,0.8862804,47,1.2930841,880,0.1058545,1353
BRINS,CHUPO,METAL,0.8862804,47,1.313271,809,0.1115689,637
BICHO,PULAM,TRENS,0.8862804,47,1.4134579,374,0.1092096,934
BRINS,CAPUT,OLHEM,0.8862804,47,1.0771963,1269,0.0877279,2063
BRINS,CHUPO,LATEM,0.8862804,47,1.3371963,702,0.1087667,993
BRINS,CAPUT,MOLHE,0.8862804,47,1.2106542,1121,0.0982326,1828
BRINS,CHATO,PULEM,0.8862804,47,1.3760748,540,0.0952109,1894
BICHO,PLUMA,TRENS,0.8862804,47,1.2398131,1046,0.1007153,1737
COXIM,PULGA,TRENS,0.8861308,48,1.3571963,624,0.1039028,1516
COXIM,PLUGA,TRENS,0.8861308,48,1.2474766,1026,0.0992381,1790
CLIPS,TORAX,UNGEM,0.8861308,48,1.3175701,790,0.1113906,663
CLIPS,GRAXO,UNTEM,0.8861308,48,1.153271,1220,0.0871324,2073
CLIPS,TURNO,VEXAM,0.8860935,49,1.4633645,178,0.1195331,57
CLIPS,NUTRO,VEXAM,0.8860935,49,1.3968224,446,0.1145052,352
CLIPS,NUVEM,TORAX,0.8860935,49,1.3904673,475,0.1151584,289
COXIM,DUBLA,TRENS,0.8857944,50,1.2665421,967,0.1010096,1724
ANTRO,CLIPS,FUJEM,0.8855327,51,1.3003738,854,0.0971315,1850
CLIPS,FUREM,TANJO,0.8855327,51,1.5026168,68,0.1164,186
CLIPS,FONTE,JURAM,0.8855327,51,1.4704673,153,0.1139067,407
CLIPS,FRUTO,MANJE,0.8855327,51,1.3414953,686,0.1052163,1403
CLIPS,FUREM,JANTO,0.8855327,51,1.5145794,47,0.1168189,154
CLIPS,FRUEM,TANJO,0.8855327,51,1.4003738,431,0.1104453,770
CLIPS,FRUEM,JANTO,0.8855327,51,1.4123364,379,0.1108642,726
CLIPS,ENTRO,FUJAM,0.8855327,51,1.2902804,892,0.1020904,1665
CLIPS,JUNTE,MOFAR,0.8855327,51,1.3306542,735,0.1067149,1259
CLIPS,FEMUR,JANTO,0.8855327,51,1.3295327,738,0.106632,1266
CLIPS,FEMUR,TANJO,0.8855327,51,1.3175701,790,0.1062131,1302
CLIPS,FUJAM,NORTE,0.8855327,51,1.4082243,396,0.1119245,600
ARFEM,CLIPS,JUNTO,0.8855327,51,1.3459813,667,0.1004243,1746
CLIPS,JANTO,RUFEM,0.8855327,51,1.4097196,391,0.1116089,632
CLIPS,FONTE,URJAM,0.8855327,51,1.342243,682,0.1067282,1257
CLIPS,FORAM,JUNTE,0.8855327,51,1.4704673,153,0.1139067,407
CLIPS,FOREM,JUNTA,0.8855327,51,1.5076636,56,0.1172578,135
CLIPS,FORJA,UNTEM,0.8855327,51,1.3441121,674,0.1106733,746
CLIPS,FORJE,UNTAM,0.8855327,51,1.3069159,832,0.1073221,1181
CLIPS,FORMA,JUNTE,0.8855327,51,1.4065421,404,0.110077,813
CLIPS,FORME,JUNTA,0.8855327,51,1.4065421,404,0.110077,813
CLIPS,FONTE,RUJAM,0.8855327,51,1.4162617,363,0.1096901,869
CLIPS,FUJAM,TENOR,0.8855327,51,1.3734579,552,0.1060978,1316
CLIPS,FORUM,JANTE,0.8855327,51,1.3568224,626,0.1055055,1382
CLIPS,FUJAM,TORNE,0.8855327,51,1.3983178,440,0.1115212,645
CLIPS,FURTO,MANJE,0.8855327,51,1.4437383,253,0.111171,685
CLIPS,FUJEM,TORNA,0.8855327,51,1.435514,287,0.1148724,312
CLIPS,RUFEM,TANJO,0.8855327,51,1.397757,442,0.11119,680
CLIPS,FUJAM,TENRO,0.8855327,51,1.4790654,132,0.1168574,151
CLIPS,FUJAM,TERNO,0.8855327,51,1.4798131,129,0.119771,52
CLIPS,FURTE,MANJO,0.8855327,51,1.4437383,253,0.111171,685
CLIPS,FUJEM,NOTAR,0.8855327,51,1.3743925,547,0.1108229,732
CLIPS,FURTE,MONJA,0.8855327,51,1.4368224,282,0.1116099,631
CLIPS,FUJAM,TRENO,0.8855327,51,1.3334579,722,0.1059453,1344
CLIPS,FARTO,ZUNEM,0.8854206,52,1.511215,49,0.1167923,156
CLIPS,FRETO,ZUNAM,0.8854206,52,1.402243,423,0.1083042,1059
CLIPS,FROTA,ZUNEM,0.8854206,52,1.3284112,744,0.1002123,1754
CLIPS,FEROZ,UNTAM,0.8854206,52,1.2792523,930,0.104902,1435
CLIPS,FATOR,ZUNEM,0.8854206,52,1.3291589,740,0.1006015,1740
CLIPS,FORTE,ZUNAM,0.8854206,52,1.4671028,165,0.1138801,409
CLIPS,FORUM,TENAZ,0.8854206,52,1.4213084,342,0.1148435,318
CAPUZ,FILMO,TRENS,0.8854206,52,1.2398131,1046,0.0988931,1803
CAMPO,FUZIL,TRENS,0.8854206,52,1.2401869,1045,0.0982963,1825
CLIPS,FAZEM,NUTRO,0.8854206,52,1.3773832,534,0.1094152,905
CLIPS,FAZEM,TURNO,0.8854206,52,1.4439252,252,0.1144432,358
BRUTO,CLIPS,MANJE,0.8852336,53,1.3250467,758,0.104877,1439
ABREM,CLIPS,JUNTO,0.8852336,53,1.3775701,533,0.1032834,1570
BENTO,CLIPS,RUJAM,0.8852336,53,1.4813084,123,0.1176006,125
BENTO,CLIPS,JURAM,0.8852336,53,1.535514,18,0.1218172,10
BENTO,CLIPS,URJAM,0.8852336,53,1.4072897,400,0.1146386,335
BRAMO,CLIPS,JUNTE,0.8852336,53,1.2327103,1065,0.0867182,2080
CLIPS,MONJA,TURBE,0.8852336,53,1.3742056,548,0.1101638,806
BREJO,CLIPS,UNTAM,0.8852336,53,1.2256075,1083,0.101407,1707
CLIPS,MANJE,TURBO,0.8852336,53,1.3811215,517,0.1097249,862
CLIPS,MANJO,TURBE,0.8852336,53,1.3811215,517,0.1097249,862
BRAME,CLIPS,JUNTO,0.8852336,53,1.2327103,1065,0.0867182,2080
BRINS,CAPUZ,LOTEM,0.8851215,54,1.2953271,871,0.1051204,1417
PALCO,TRENS,ZUMBI,0.8851215,54,1.2446729,1033,0.0987059,1812
BRINS,CAPTO,LUZEM,0.8851215,54,1.431028,303,0.1125752,531
BROTA,CLIPS,ZUNEM,0.8851215,54,1.3119626,815,0.099873,1767
BRINS,CAPUZ,MOTEL,0.8851215,54,1.2340187,1064,0.102585,1633
BRINS,LUZEM,PACTO,0.8851215,54,1.4343925,292,0.111962,594
POLCA,TRENS,ZUMBI,0.8851215,54,1.237757,1052,0.0991448,1794
BOTAR,CLIPS,ZUNEM,0.8851215,54,1.4168224,360,0.1124393,549
BROTE,CLIPS,ZUNAM,0.8851215,54,1.2747664,946,0.0965219,1862
CLIPS,TURNE,ZOMBA,0.8851215,54,1.291028,890,0.1072459,1192
CLIPS,TENOR,ZUMBA,0.8851215,54,1.2661682,969,0.1018225,1683
