palavra_1,palavra_2,palavra_3,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
CLIPS,HAVER,ZUMBO,0.843215,409,1.2284112,1074,0.1037035,1534
BRUXO,CLIPS,TENAZ,0.843215,409,1.3334579,722,0.1112119,677
FICHA,JULGO,TRENS,0.8425794,410,1.2943925,875,0.1028681,1605
FICHO,JULGA,TRENS,0.8425794,410,1.2943925,875,0.1028681,1605
BRUXO,CLIPS,FENDA,0.8425047,411,1.3738318,550,0.1102029,799
CLIPS,FUJEM,GOZAR,0.8425047,411,1.3474766,661,0.108717,1001
BRUXA,CLIPS,FENDO,0.8425047,411,1.3738318,550,0.1102029,799
COLHI,FUGAZ,TRENS,0.8424673,412,1.2986916,859,0.1008335,1734
CLIPS,FUJEM,VORAZ,0.8424673,412,1.4151402,368,0.1139333,403
CHAGO,FUZIL,TRENS,0.8424673,412,1.0885981,1265,0.0768249,2181
CHOVA,FUZIL,TRENS,0.8424299,413,1.0700935,1271,0.0828245,2156
BICHA,JULGO,TRENS,0.8422804,414,1.2779439,935,0.1025289,1638
BICHO,JULGA,TRENS,0.8422804,414,1.2779439,935,0.1025289,1638
BRINS,JULGO,TACHE,0.8422804,414,1.2841121,916,0.1025389,1637
CLIPS,JOGAR,ZUMBE,0.8422056,415,1.2024299,1136,0.1011067,1720
CLIPS,JORGE,ZUMBA,0.8422056,415,1.2442991,1034,0.1046746,1459
BURGO,CLIPS,JAZEM,0.8422056,415,1.3807477,518,0.1115326,642
ALGOZ,BRINS,CHUTE,0.8421682,416,1.044486,1277,0.0773575,2180
BRINS,FUJEM,VOGAL,0.8421682,416,1.3540187,636,0.1084822,1038
BRINS,CHUTA,VELOZ,0.8421308,417,1.2553271,1004,0.1003876,1749
BRINS,FAZEM,VULGO,0.8420561,418,1.4013084,428,0.1088889,979
BRINS,FUGAZ,MOVEL,0.8420561,418,1.2985047,860,0.1067399,1256
BUFEM,CLIPS,TANGO,0.8419439,419,1.3949533,455,0.1074362,1164
BOTEM,CLIPS,FUNGA,0.8419439,419,1.4351402,289,0.1087363,995
CLIPS,FUNGA,TOMBE,0.8419439,419,1.3140187,806,0.1016079,1695
BATEM,CLIPS,FUNGO,0.8419439,419,1.4420561,258,0.1082974,1060
CLIPS,FUNGA,OBTEM,0.8419439,419,1.2543925,1006,0.0936574,1937
BUFAM,CLIPS,VENTO,0.8419065,420,1.468785,161,0.1137565,427
CLIPS,FUNGO,HAVER,0.841757,421,1.3368224,704,0.1057822,1358
BURGO,CLIPS,VENHA,0.8414579,422,1.453271,219,0.1153341,265
BRINS,CHUPE,VOGAL,0.8414579,422,1.2013084,1138,0.0999113,1765
BRINS,CHAVE,PLUGO,0.8414579,422,1.1114019,1250,0.0800408,2172
BRINS,CHOVE,PLUGA,0.8414579,422,1.0928972,1260,0.0860413,2100
BRINS,CHUVA,GOLPE,0.8414579,422,1.2284112,1074,0.1004903,1745
BRINS,CHOVE,PULGA,0.8414579,422,1.2026168,1135,0.090706,2001
CLIPS,JUNHO,ZERAM,0.8412336,423,1.4450467,248,0.1182115,95
CLIPS,JUNHO,REZAM,0.8412336,423,1.3957009,451,0.1140312,392
CLIPS,FUJEM,GRAXO,0.8410093,424,1.2390654,1048,0.0895421,2025
BRUXO,CLIPS,VEJAM,0.8406729,425,1.3338318,720,0.1114223,657
BRUXA,CLIPS,JOVEM,0.8406729,425,1.2657944,970,0.1060099,1333
CLIPS,FUGAZ,NERVO,0.8405981,426,1.3874766,488,0.1144219,361
CLIPS,GRAXO,ZUMBE,0.8405981,426,1.0945794,1257,0.0819156,2166
BRUXA,CLIPS,GOZEM,0.8405981,426,1.2792523,930,0.1062774,1297
CLIPS,VEXAR,ZUMBO,0.8405607,427,1.2949533,872,0.1095667,882
BRINS,FLUXO,VAGEM,0.8405607,427,1.2986916,859,0.1045009,1479
BRUXO,CLIPS,VAZEM,0.8405607,427,1.2979439,861,0.1060945,1318
BRINS,DUCHA,JOVEM,0.8401869,428,1.3203738,779,0.1076867,1127
BRINS,CHAGO,MUDEZ,0.8401121,429,1.1975701,1148,0.0880732,2051
BRINS,DUCHA,GOZEM,0.8401121,429,1.3338318,720,0.1079541,1100
BRINS,CHOVA,MUDEZ,0.8400748,430,1.1790654,1179,0.0940728,1921
CLIPS,FORJE,ZUMBA,0.84,431,1.2854206,909,0.1054565,1386
CLIPS,FORJA,ZUMBE,0.84,431,1.2854206,909,0.1054565,1386
BOCHA,FUZIL,TRENS,0.8399626,432,1.1990654,1141,0.0954852,1886
BRINS,DUPLO,JAZEM,0.8395514,433,1.2863551,904,0.105867,1351
BRINS,FECHO,PLUGA,0.8392897,434,1.3198131,782,0.107291,1185
BRINS,FECHA,PLUGO,0.8392897,434,1.3198131,782,0.107291,1185
BRINS,CHUPE,FOLGA,0.8392897,434,1.2568224,996,0.1009651,1726
BRINS,CHEFA,PLUGO,0.8392897,434,1.1852336,1169,0.0970639,1852
BRINS,FECHO,PULGA,0.8392897,434,1.4295327,311,0.1119557,596
BRINS,CHUPE,FLAVO,0.8392523,435,1.0919626,1261,0.0792348,2174
BUFAR,CLIPS,VENHO,0.8392523,435,1.3882243,485,0.1112209,676
CLIPS,FUNGO,VEXAR,0.8391028,436,1.4033645,417,0.1116455,625
BRINS,CHUTO,JAZEM,0.838729,437,1.3138318,807,0.10731,1183
BRINS,FUGAZ,PLOTE,0.8386168,438,1.1895327,1161,0.0900471,2016
BRINS,FLUXO,TACHE,0.8384673,439,1.2104673,1122,0.0986087,1814
BICHA,FLUXO,TRENS,0.8384673,439,1.2042991,1132,0.0985987,1816
BRUXO,CLIPS,FAZEM,0.8383925,440,1.3145794,804,0.1063124,1293
BREJO,CLIPS,FUNGA,0.838243,441,1.3125234,812,0.10162,1693
CLIPS,DOGMA,JUNTE,0.8382056,442,1.3005607,853,0.1014136,1705
ADVEM,CLIPS,JUNTO,0.8381682,443,1.284486,914,0.0945908,1910
CLIPS,JUNTO,VEDAM,0.8381682,443,1.4523364,224,0.1136062,448
CLIPS,DEVAM,JUNTO,0.8381682,443,1.4330841,295,0.1132094,475
CLIPS,FUGAZ,NOBRE,0.8381308,444,1.2403738,1044,0.1011706,1716
CLIPS,FUNGO,ZEBRA,0.8381308,444,1.3652336,587,0.109974,832
CLIPS,MUDEZ,TANGO,0.8380935,445,1.346729,664,0.1060573,1323
CLIPS,NUDEZ,VOTAM,0.8380561,446,1.3321495,727,0.1072425,1193
BRINS,CHUPE,JOGAM,0.8380561,446,1.2390654,1048,0.1026614,1624
BRINS,CHUPA,JOVEM,0.8380187,447,1.2633645,974,0.105729,1362
BRINS,CHUPO,VEJAM,0.8380187,447,1.3314019,731,0.1111414,692
BRINS,CHUPA,GOZEM,0.8379439,448,1.2768224,938,0.1059964,1334
BRINS,CHUPE,GOZAM,0.8379439,448,1.2396262,1047,0.1026453,1625
BRINS,CHUPO,VAZEM,0.8379065,449,1.295514,870,0.1058136,1356
BRINS,FACHO,MUDEZ,0.8379065,449,1.3314019,731,0.1066339,1265
BRINS,DEVAM,JULHO,0.836972,450,1.3865421,493,0.1132252,472
BRINS,JULHO,VEDAM,0.836972,450,1.4057944,407,0.1136219,445
ADVEM,BRINS,JULHO,0.836972,450,1.2379439,1051,0.0946066,1909
BRINS,GALHO,MUDEZ,0.8368972,451,1.3248598,759,0.1067998,1250
BRINS,MUDEZ,VALHO,0.8368598,452,1.3366355,705,0.1070559,1218
BRINS,CAPUZ,JOVEM,0.8368598,452,1.2284112,1074,0.1016437,1690
BRINS,FUGAZ,PODEM,0.8365607,453,1.3988785,438,0.1098988,844
BRINS,DOPEM,FUGAZ,0.8365607,453,1.3517757,646,0.1087016,1002
BRINS,CHAGO,PUXEM,0.8364486,454,1.2682243,961,0.090182,2010
BRINS,CHEGO,PUXAM,0.8364486,454,1.3235514,763,0.1042745,1493
BRINS,CHUPO,VEXAM,0.8364112,455,1.3315888,730,0.1111214,695
BRINS,CHOVA,PUXEM,0.8364112,455,1.2497196,1018,0.0961816,1872
BRINS,CHOVE,PUXAM,0.8364112,455,1.2125234,1115,0.0928305,1959
CLIPS,FEDAM,JUNTO,0.836,456,1.468972,160,0.1138241,418
CLIPS,FUJAM,TENDO,0.836,456,1.4671028,165,0.1136365,443
BRINS,CHUPO,FAZEM,0.8357383,457,1.3121495,814,0.1060315,1329
CLIPS,TENDO,ZUMBA,0.8355888,458,1.3598131,612,0.1093611,914
CLIPS,TENDA,ZUMBO,0.8355888,458,1.3598131,612,0.1093611,914
BOTAM,CLIPS,NUDEZ,0.8355888,458,1.3323364,726,0.1071212,1212
CLIPS,NUDEZ,TOMBA,0.8355888,458,1.2484112,1023,0.1033439,1565
BATOM,CLIPS,NUDEZ,0.8355888,458,1.2282243,1075,0.0949442,1903
CLIPS,DANTE,ZUMBO,0.8355888,458,1.2915888,887,0.1009771,1725
BRINS,CHEFA,VULGO,0.8355514,459,1.2685981,960,0.1008643,1730
BRINS,CHOVA,FULGE,0.8355514,459,1.1928972,1157,0.0900596,2015
BRINS,FECHA,VULGO,0.8355514,459,1.4031776,418,0.1110914,700
CLIPS,GRADE,JUNHO,0.8355514,459,1.186729,1166,0.0836782,2145
CLIPS,JUNHO,VEDAR,0.835514,460,1.3717757,559,0.1110706,705
CLIPS,GANHO,REDUZ,0.8354393,461,1.2495327,1019,0.1031666,1584
BRINS,FUGAZ,VOLTE,0.8348785,462,1.3465421,665,0.1049118,1434
BRINS,JULHO,PAGEM,0.8348411,463,1.3962617,448,0.1089543,970
BRINS,JULHO,PEGAM,0.8348411,463,1.4336449,294,0.1142918,368
BRINS,FEDAM,JULHO,0.8348037,464,1.4224299,338,0.1138398,416
BRINS,FOLHA,MUDEZ,0.8346916,465,1.3463551,666,0.1077127,1123
BRINS,FALHO,MUDEZ,0.8346916,465,1.353271,639,0.1072738,1187
CLIPS,FUNDO,TAXEM,0.8343925,466,1.4299065,309,0.108279,1067
CLIPS,JOGAR,NUDEZ,0.8343925,466,1.2452336,1030,0.1049214,1433
FIXAM,JULHO,TRENS,0.8343178,467,1.3261682,753,0.1056325,1368
BRINS,FECHO,PUXAM,0.834243,468,1.4394393,271,0.1140802,390
BRINS,FACHO,PUXEM,0.834243,468,1.4020561,424,0.1087426,994
BORDE,CLIPS,FUGAZ,0.8342056,469,1.3562617,627,0.1071959,1202
CLIPS,DOBRE,FUGAZ,0.8342056,469,1.2603738,984,0.1016366,1691
BRINS,CHUVA,GOZEM,0.8342056,469,1.2865421,903,0.1061552,1310
BUNDO,CLIPS,TAXEM,0.8340935,470,1.4134579,374,0.1079398,1102
CLIPS,JUNHO,TRAZE,0.8340561,471,1.1678505,1196,0.0840539,2137
BRINS,JULHO,TAXEM,0.8340187,472,1.3530841,640,0.1086544,1007
BRINS,JAZEM,PLUGO,0.8336822,473,1.2633645,974,0.1038593,1521
CLIPS,FRADE,JUNHO,0.8333458,474,1.2151402,1107,0.0841522,2135
BRINS,GALHO,PUXEM,0.8332336,475,1.395514,452,0.1089086,976
BRINS,PUXAM,VELHO,0.8331963,476,1.4446729,249,0.1145022,353
BRINS,PUXEM,VALHO,0.8331963,476,1.4072897,400,0.1091646,943
BRADE,CLIPS,JUNHO,0.8330467,477,1.1986916,1143,0.0838129,2142
BANHO,CLIPS,REDUZ,0.8329346,478,1.2614953,980,0.1033013,1569
CLIPS,GRAXO,NUDEZ,0.832785,479,1.1373832,1237,0.0857304,2109
CLIPS,EXTRA,JUNHO,0.8325607,480,1.2157009,1106,0.0975244,1844
CLIPS,JUNTO,VAGEM,0.8322991,481,1.4164486,362,0.1080743,1089
CLIPS,FUNDO,JAZER,0.8321869,482,1.3515888,647,0.1060856,1319
CLIPS,FORJA,NUDEZ,0.8321869,482,1.3282243,745,0.1092712,924
BRINS,CHEGO,FUJAM,0.8321495,483,1.3136449,808,0.103648,1537
BRINS,CHAGO,FUJEM,0.8321495,483,1.2583178,990,0.0895555,2024
BRINS,CHOVE,FUJAM,0.8321121,484,1.2026168,1135,0.092204,1974
BRINS,CHOVA,FUJEM,0.8321121,484,1.2398131,1046,0.0955552,1884
ALGOZ,BRINS,PUXEM,0.8320748,485,1.1508411,1222,0.084047,2138
BRINS,PUXAM,VELOZ,0.8320374,486,1.324486,760,0.1037259,1532
BUNDO,CLIPS,JAZER,0.8318879,487,1.3351402,713,0.1057463,1361
BANJO,CLIPS,REDUZ,0.8318879,487,1.2504673,1015,0.1031949,1578
CLIPS,FUNDO,VAGEM,0.8314766,488,1.446729,244,0.1077147,1122
ADVEM,CLIPS,FUNGO,0.8314766,488,1.2925234,883,0.0934719,1943
CLIPS,DEVAM,FUNGO,0.8314766,488,1.4411215,262,0.1120905,579
CLIPS,FUNGO,VEDAM,0.8314766,488,1.4603738,192,0.1124872,543
BUNDO,CLIPS,VAGEM,0.8311776,489,1.4302804,307,0.1073755,1175
BRINS,JULHO,VAGEM,0.8311028,490,1.3699065,565,0.1080901,1088
FUGAZ,PICHO,TRENS,0.8310654,491,1.3127103,811,0.1034848,1556
BRINS,FOLHA,PUXEM,0.831028,492,1.4170093,359,0.1098215,851
BRINS,FALHO,PUXEM,0.831028,492,1.4239252,332,0.1093825,910
CLIPS,TUMBA,VENHO,0.8308411,493,1.3764486,539,0.1092987,921
CLIPS,FOGEM,JUNTA,0.8301308,494,1.4261682,323,0.1087311,997
CLIPS,FUJEM,TANGO,0.8301308,494,1.4074766,399,0.1075396,1152
CLIPS,FUJAM,VENTO,0.8300935,495,1.4813084,123,0.11386,413
CLIPS,FUGAZ,NOTEM,0.8300187,496,1.3502804,650,0.1072661,1188
CLIPS,FUGAZ,ONTEM,0.8300187,496,1.2145794,1109,0.0931095,1949
CLIPS,FUGAZ,MONTE,0.8300187,496,1.3571963,624,0.1041515,1501
BRINS,JAZEM,VULGO,0.8299439,497,1.346729,664,0.1076597,1131
BRINS,JULGO,VAZEM,0.8299439,497,1.346729,664,0.1076597,1131
CLIPS,GABEM,JUNTO,0.8298318,498,1.3863551,494,0.1073622,1177
CLIPS,TANGE,ZUMBO,0.8297196,499,1.2629907,975,0.0999132,1764
CLIPS,TANGO,ZUMBE,0.8297196,499,1.2629907,975,0.0999132,1764
CLIPS,VENTO,ZUMBA,0.8296822,500,1.3740187,549,0.1095847,880
CLIPS,VENTA,ZUMBO,0.8296822,500,1.3740187,549,0.1095847,880
CLIPS,GRAVE,JUNHO,0.8296449,501,1.164486,1201,0.0829179,2154
CLIPS,JUNHO,VERGA,0.8296449,501,1.4151402,368,0.1144442,357
BRINS,DUCHA,VELOZ,0.8291963,502,1.2560748,1000,0.0998375,1771
BUNDA,CLIPS,FOGEM,0.8290093,503,1.44,268,0.1080323,1093
CLIPS,FUNDO,GABEM,0.8290093,503,1.4166355,361,0.1070026,1223
BUFAM,CLIPS,VENDO,0.828972,504,1.444486,250,0.1121677,574
BRINS,FUJEM,GALHO,0.8289346,505,1.3856075,498,0.1082821,1065
BRINS,FUJAM,VELHO,0.8288972,506,1.4347664,291,0.1138757,411
BRINS,FUJEM,VALHO,0.8288972,506,1.3973832,444,0.1085382,1027
BRINS,FUGAZ,OLHEM,0.8288224,507,1.1771963,1183,0.0936625,1936
BRINS,FUGAZ,MOLHE,0.8288224,507,1.3106542,820,0.1041672,1499
BUFAM,CLIPS,TENHO,0.8286729,508,1.4299065,309,0.1124327,550
CLIPS,FUNGO,TAXEM,0.8285234,509,1.4076636,398,0.1075197,1158
BRINS,JULGO,VEXAM,0.8284486,510,1.3828037,512,0.1129676,495
CLIPS,FUGAZ,VERBO,0.8282991,511,1.4057944,407,0.1145624,342
FUGAZ,PILHO,TRENS,0.8278505,512,1.3345794,716,0.1041247,1505
ALGOZ,BRINS,FUJEM,0.8277757,513,1.1409346,1232,0.0834205,2150
BRINS,FAZEM,JULGO,0.8277757,513,1.3633645,595,0.1078776,1109
BRINS,FUJAM,VELOZ,0.8277383,514,1.3145794,804,0.1030995,1591
BUFEM,CLIPS,TANJO,0.8276262,515,1.3814953,516,0.1069888,1228
BUFEM,CLIPS,JANTO,0.8276262,515,1.3934579,463,0.1074077,1170
BENTO,CLIPS,FUJAM,0.8276262,515,1.4814953,122,0.1137386,430
CLIPS,FONTE,ZUMBA,0.827514,516,1.3091589,825,0.1015528,1697
CLIPS,GARFE,JUNHO,0.8274766,517,1.3100935,823,0.105078,1421
CLIPS,GRAFE,JUNHO,0.8274766,517,1.1457944,1225,0.0824974,2159
CLIPS,FERVA,JUNHO,0.8274393,518,1.4317757,301,0.1146612,334
CLIPS,FUGAZ,HONRE,0.8273645,519,1.2885981,897,0.1027959,1612
CHOVI,FUGAZ,TRENS,0.8273271,520,1.0981308,1255,0.0844743,2133
CLIPS,JUNHO,VERBA,0.8271402,521,1.4056075,408,0.1141988,379
ALGOZ,BRINS,CHUPE,0.8270654,522,0.9882243,1281,0.0748497,2184
BRINS,CHUPA,VELOZ,0.827028,523,1.1990654,1141,0.0978798,1832
BRINS,CAPUZ,VELHO,0.827028,523,1.2842991,915,0.1045707,1470
CLIPS,FUNGO,JAZER,0.8263178,524,1.3293458,739,0.1053263,1394
BRUXO,CLIPS,JAZEM,0.8262804,525,1.26,985,0.1050832,1420
BRINS,FLUXO,VEJAM,0.826243,526,1.308972,826,0.1090573,960
BRINS,FLUXO,VAZEM,0.8261308,527,1.2730841,949,0.1037295,1531
CLIPS,DOTEM,FUGAZ,0.8260935,528,1.3702804,564,0.1077321,1121
BRUXO,CLIPS,GANHE,0.8255701,529,1.2461682,1028,0.09994,1762
BRUXO,CLIPS,VENHA,0.8255327,530,1.3325234,725,0.1088847,980
BRUXA,CLIPS,VENHO,0.8255327,530,1.3325234,725,0.1088847,980
CLIPS,DATEM,JUNHO,0.8249346,531,1.3770093,536,0.1069297,1233
BICHO,FUGAZ,TRENS,0.8248598,532,1.2865421,903,0.1024992,1640
CLIPS,MUDEZ,TANJO,0.8237757,533,1.333271,723,0.1056099,1371
CLIPS,JANTO,MUDEZ,0.8237757,533,1.3452336,670,0.1060288,1331
BRINS,CHUPO,JAZEM,0.8236262,534,1.2575701,993,0.1048022,1445
CLIPS,FUGAZ,HERDO,0.8234393,535,1.3943925,458,0.1145238,347
BRINS,CHAVE,JULGO,0.8234393,535,1.1568224,1215,0.0828299,2155
BRINS,CHOVE,JULGA,0.8234393,535,1.1383178,1236,0.0888304,2032
BRINS,FUGAZ,HOTEL,0.8216449,536,1.2725234,951,0.105499,1383
BRINS,FUGAZ,TOLHE,0.8216449,536,1.3076636,830,0.103588,1543
BRINS,FECHO,JULGA,0.821271,537,1.3652336,587,0.1100801,811
BRINS,CHEFA,JULGO,0.821271,537,1.2306542,1068,0.099853,1770
BRINS,FECHA,JULGO,0.821271,537,1.3652336,587,0.1100801,811
BRINS,COLHE,FUGAZ,0.8211589,538,1.3474766,661,0.1051599,1410
CLIPS,FUGAZ,VOTEM,0.8201869,539,1.3781308,530,0.107651,1132
BRINS,CHEGA,FLUXO,0.8196636,540,1.1757009,1186,0.0963443,1866
BRINS,CHAVE,FLUXO,0.8196262,541,1.0831776,1266,0.0788997,2175
CLIPS,DUNGA,JOVEM,0.8193645,542,1.342243,682,0.1059627,1338
CLIPS,JUNHO,VETAM,0.819028,543,1.422243,339,0.112186,573
CLIPS,GOZAM,JUNTE,0.8179065,544,1.3349533,714,0.1041347,1502
CLIPS,GOZEM,JUNTA,0.8179065,544,1.3721495,557,0.1074858,1161
CLIPS,JUNTO,VAZEM,0.8178692,545,1.3908411,473,0.107303,1184
CLIPS,FUGAZ,TOMBE,0.8177196,546,1.2571963,995,0.1004012,1748
CLIPS,FUGAZ,OBTEM,0.8177196,546,1.1975701,1148,0.0924508,1966
BOTEM,CLIPS,FUGAZ,0.8177196,546,1.3783178,529,0.1075296,1154
CLIPS,FUNDE,JOGAM,0.8171963,547,1.3646729,589,0.1037912,1524
CLIPS,FUNDA,JOVEM,0.8171589,548,1.388972,481,0.1068588,1245
CLIPS,FUJAM,VENDO,0.8171589,548,1.4570093,202,0.1122712,564
CLIPS,FUNDO,VEJAM,0.8171589,548,1.4570093,202,0.1122712,564
CLIPS,FUNDE,GOZAM,0.8170841,549,1.3652336,587,0.1037751,1526
CLIPS,FUNDA,GOZEM,0.8170841,549,1.4024299,422,0.1071262,1211
CLIPS,FUNDO,VAZEM,0.8170467,550,1.4211215,343,0.1069434,1232
BUNDE,CLIPS,JOGAM,0.8168972,551,1.3482243,657,0.1034519,1560
BUNDA,CLIPS,JOVEM,0.8168598,552,1.3725234,556,0.1065195,1281
CLIPS,FUJAM,TENHO,0.8168598,552,1.4424299,256,0.1125362,538
BUNDO,CLIPS,VEJAM,0.8168598,552,1.4405607,265,0.1119319,599
CLIPS,DUNGA,ZOMBE,0.816785,553,1.2381308,1050,0.0990679,1798
BUNDE,CLIPS,GOZAM,0.816785,553,1.348785,656,0.1034358,1563
BUNDA,CLIPS,GOZEM,0.816785,553,1.3859813,496,0.106787,1252
CLIPS,VENDO,ZUMBA,0.8167477,554,1.3497196,652,0.1079958,1098
BUNDO,CLIPS,VAZEM,0.8167477,554,1.4046729,412,0.1066041,1269
CLIPS,VENDA,ZUMBO,0.8167477,554,1.3497196,652,0.1079958,1098
BRINS,JULHO,VAZEM,0.8166729,555,1.3442991,673,0.1073187,1182
BATEM,CLIPS,JUNHO,0.8165607,556,1.3850467,501,0.1067272,1258
CLIPS,TENHA,ZUMBO,0.8164486,557,1.3351402,713,0.1082608,1071
CLIPS,TENHO,ZUMBA,0.8164486,557,1.3351402,713,0.1082608,1071
CLIPS,JUNTO,VEXAM,0.8163738,558,1.4269159,320,0.1126108,526
CLIPS,FAZEM,JUNTO,0.8157009,559,1.4074766,399,0.1075209,1157
CLIPS,FUNDO,VEXAM,0.8155514,560,1.4571963,201,0.1122513,566
CLIPS,TANJO,ZUMBE,0.8154019,561,1.2495327,1019,0.0994658,1785
CLIPS,JANTO,ZUMBE,0.8154019,561,1.2614953,980,0.0998847,1766
CLIPS,JUNTE,ZOMBA,0.8154019,561,1.2545794,1005,0.1003236,1752
CLIPS,JUNTA,ZOMBE,0.8154019,561,1.2545794,1005,0.1003236,1752
CLIPS,JANTE,ZUMBO,0.8154019,561,1.2614953,980,0.0998847,1766
BUNDO,CLIPS,VEXAM,0.8152523,562,1.4407477,264,0.111912,604
BRINS,JULHO,VEXAM,0.8151776,563,1.3803738,519,0.1126266,524
BANDO,CLIPS,FUJEM,0.8146916,564,1.4198131,348,0.1068123,1248
BONDE,CLIPS,FUJAM,0.8146916,564,1.3757009,542,0.1039001,1517
CLIPS,FENDO,ZUMBA,0.8145794,565,1.3663551,582,0.1082138,1079
CLIPS,FENDA,ZUMBO,0.8145794,565,1.3663551,582,0.1082138,1079
CLIPS,FUNDA,ZOMBE,0.8145794,565,1.2848598,912,0.099964,1760
CLIPS,FUNDE,ZOMBA,0.8145794,565,1.2848598,912,0.099964,1760
BUNDO,CLIPS,FAZEM,0.8145794,565,1.4213084,342,0.106822,1247
BRINS,FAZEM,JULHO,0.8145047,566,1.3609346,606,0.1075366,1153
BREJO,CLIPS,FUGAZ,0.8140187,567,1.2557009,1002,0.1004134,1747
CLIPS,JUNHO,VEXAR,0.8137196,568,1.3463551,666,0.1100753,814
CLIPS,FAZER,JUNHO,0.8130467,569,1.3269159,749,0.1049853,1427
CLIPS,JUNHO,REFAZ,0.8130467,569,1.3153271,801,0.110073,815
CLIPS,FERAZ,JUNHO,0.8130467,569,1.4201869,346,0.115283,270
CLIPS,JUNHO,ZEBRA,0.8127477,570,1.3082243,828,0.1084038,1044
BRINS,FUGAZ,JOVEM,0.8126355,571,1.3231776,765,0.1075454,1150
BRINS,FLUXO,JAZEM,0.8118505,572,1.2351402,1062,0.1027182,1619
CLIPS,FUNGA,JOVEM,0.8112897,573,1.366729,580,0.1060994,1314
CLIPS,FUNGO,VEJAM,0.8112897,573,1.4347664,291,0.1115118,646
CLIPS,FUNGO,VAZEM,0.8111776,574,1.3988785,438,0.106184,1308
CLIPS,FUGAZ,TENDO,0.8099065,575,1.4114019,383,0.1102332,797
BUFEM,CLIPS,GANHO,0.8098692,576,1.3706542,563,0.1054738,1385
BUFAM,CLIPS,VENHO,0.8098318,577,1.4198131,348,0.1110674,706
CLIPS,FUNGO,VEXAM,0.8096822,578,1.4349533,290,0.1114919,647
CLIPS,FUNGA,ZOMBE,0.8087103,579,1.2626168,976,0.0992047,1791
BUFEM,CLIPS,ZANGO,0.8087103,579,1.3435514,676,0.105033,1424
ADVEM,CLIPS,JUNHO,0.8060935,580,1.235514,1060,0.0919017,1978
CLIPS,JUNHO,VEDAM,0.8060935,580,1.4033645,417,0.110917,720
CLIPS,DEVAM,JUNHO,0.8060935,580,1.3841121,505,0.1105203,761
BRINS,CHOVE,FUGAZ,0.8060187,581,1.1469159,1224,0.0888007,2033
CLIPS,GANHO,MUDEZ,0.8060187,581,1.3224299,769,0.104095,1508
CLIPS,JOGAM,NUDEZ,0.804972,582,1.2768224,938,0.1047679,1450
CLIPS,FUGAZ,VENTO,0.804,583,1.4256075,326,0.1104567,769
CLIPS,FEDAM,JUNHO,0.8039252,584,1.42,347,0.1111349,693
BANHO,CLIPS,MUDEZ,0.803514,585,1.3343925,717,0.1042297,1497
CLIPS,JUNHO,TAXEM,0.8031402,586,1.3506542,649,0.1059495,1342
BRINS,FUGAZ,VELHO,0.8028037,587,1.3790654,525,0.1104724,765
CLIPS,FUNDO,JAZEM,0.8027664,588,1.3831776,510,0.1059321,1346
BANJO,CLIPS,MUDEZ,0.8024673,589,1.3233645,764,0.1041233,1506
BUNDO,CLIPS,JAZEM,0.8024673,589,1.366729,580,0.1055928,1372
BENTO,CLIPS,FUGAZ,0.8015327,590,1.4257944,325,0.1103353,784
CLIPS,JUNHO,VAGEM,0.8002243,591,1.3674766,577,0.1053852,1391
CLIPS,FUJEM,GANHO,0.7980561,592,1.3831776,510,0.1055773,1374
CLIPS,FUJAM,VENHO,0.7980187,593,1.4323364,299,0.1111709,686
CLIPS,GABEM,JUNHO,0.797757,594,1.3373832,701,0.1046731,1460
CLIPS,GANHE,ZUMBO,0.7976449,595,1.2386916,1049,0.0979508,1830
CLIPS,GANHO,ZUMBE,0.7976449,595,1.2386916,1049,0.0979508,1830
CLIPS,VENHO,ZUMBA,0.7976075,596,1.3250467,758,0.1068955,1236
CLIPS,VENHA,ZUMBO,0.7976075,596,1.3250467,758,0.1068955,1236
CLIPS,FUNGO,JAZEM,0.7968972,597,1.3609346,606,0.1051727,1407
CLIPS,FUJEM,ZANGO,0.7968972,597,1.3560748,628,0.1051364,1414
BANHO,CLIPS,FUJEM,0.7955514,598,1.3951402,454,0.105712,1364
BENZO,CLIPS,FUJAM,0.7943925,599,1.4164486,362,0.1109042,722
CLIPS,FUGAZ,VENDO,0.7910654,600,1.4013084,428,0.1088679,982
CLIPS,FUGAZ,TENHO,0.7907664,601,1.386729,492,0.1091329,948
BONDE,CLIPS,FUGAZ,0.7885981,602,1.32,781,0.1004968,1744
CLIPS,FUGAZ,JOVEM,0.7870654,603,1.3099065,824,0.1048928,1436
CLIPS,JUNHO,VAZEM,0.7857944,604,1.3418692,684,0.1046139,1467
CLIPS,JUNHO,VEXAM,0.7842991,605,1.3779439,531,0.1099217,842
CLIPS,FAZEM,JUNHO,0.7836262,606,1.3585047,619,0.1048318,1443
CLIPS,FUGAZ,VENHO,0.7719252,607,1.3766355,538,0.1077676,1118
